catalog,vizier_source,vizier_table,recno,XMMXCS,Name,RAJ2000,DEJ2000,Counts,z,r_z,n_z,TX,e_TX,E_TX,OName,n_zoo,zoo,L500,e_L500,E_L500,R500,e_R500,E_R500,L200,e_L200,E_L200,R200,e_R200,E_R200,Simbad,RA_deg,Dec_deg
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,82,J022023.2-025025.4,J0220.3-0250,35.096667,-2.840389,126.2,0.23,Lit,spec,1.1,0.2,0.3,XLSS J022023.5-025027,NXS,g,0.076,0.074,0.114,376,40,50,0.082,0.08,0.335,570,60,76,Simbad,35.096667,-2.840389
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,83,J022038.8-030145.9,J0220.6-0301,35.161667,-3.029417,80.5,0.16,NXS,phot,2.6,1.1,2.6,,NXS,s,0.139,0.054,0.069,707,132,284,0.206,0.084,0.111,1072,201,431,Simbad,35.161667,-3.029417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,84,J022044.8-025227.9,J0220.7-0252,35.186667,-2.874417,55.0,0.57,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,35.186667,-2.874417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,85,J022045.1-032555.0,J0220.7-0325,35.187917,-3.431944,575.9,0.33,Lit,spec,2.6,0.4,0.7,XLSS J022045.4-032558,NXS,g,0.462,0.12,0.153,555,57,76,0.837,0.468,0.455,842,86,116,Simbad,35.187917,-3.431944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,86,J022145.4-034617.4,J0221.7-0346,35.439167,-3.7715,1624.0,0.43,Lit,spec,5.8,0.4,0.4,XLSS J022145.2-034617,NXS,b,2.829,0.094,0.09,788,30,31,3.08,0.132,0.131,1195,46,47,Simbad,35.439167,-3.7715
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,87,J022204.3-043239.6,J0222.0-0432,35.517917,-4.544333,168.3,0.32,Lit,spec,4.1,1.7,3.2,XLSS J022205.5-043247,NXS,s,0.435,0.276,0.482,736,187,280,0.622,0.456,1.462,1116,283,426,Simbad,35.517917,-4.544333
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,88,J022206.3-030313.6,J0222.1-0303,35.52625,-3.053778,336.4,0.49,Lit,spec,3.9,0.4,0.6,XLSS J022206.7-030314,NXS,s,2.58,0.314,0.377,589,37,49,2.594,0.311,0.373,894,56,75,Simbad,35.52625,-3.053778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,89,J022233.0-045803.2,J0222.5-0458,35.6375,-4.967556,123.3,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,35.6375,-4.967556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,90,J022252.8-032831.2,J0222.8-0328,35.72,-3.475333,86.8,1.0,Lit,spec,5.1,2.5,5.2,XLSS J022253.6-032828,dss,na,1.455,0.558,0.349,384,120,185,3.037,1.812,1.038,582,182,281,Simbad,35.72,-3.475333
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,91,J022307.7-041259.4,J0223.1-0412,35.782083,-4.2165,295.7,0.63,Lit,spec,1e+20,1e+20,1e+20,XLSSU J022307.2-041259,NXS,b,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,35.782083,-4.2165
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,92,J022347.6-025129.5,J0223.7-0251,35.948333,-2.858194,216.5,0.17,Lit,spec,1.4,0.1,0.2,XLSS J022348.1-025131,NXS,s,0.091,0.025,0.032,462,27,34,0.143,0.044,0.058,700,41,52,Simbad,35.948333,-2.858194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,93,J022356.3-030559.3,J0223.9-0305,35.984583,-3.099806,121.1,0.3,Lit,spec,2.1,0.8,2.1,XLSS J022356.5-030558,NXS,s,0.167,0.093,0.247,504,115,240,0.219,0.145,0.684,764,175,365,Simbad,35.984583,-3.099806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,94,J022357.6-043518.9,J0223.9-0435,35.99,-4.588583,122.1,0.49,Lit,spec,3.7,1.4,3.2,XLSS J022357.4-043517,dss,na,0.21,1e+20,1e+20,573,141,243,0.199,1e+20,1e+20,573,141,243,Simbad,35.99,-4.588583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,95,J022401.9-050528.4,J0224.0-0505,36.007917,-5.091222,346.8,0.32,Lit,spec,2.0,0.7,1.1,XLSS J022402.0-050525,dss,na,0.122,1e+20,1e+20,483,98,131,0.116,1e+20,1e+20,483,98,131,Simbad,36.007917,-5.091222
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,96,J022403.8-041333.4,J0224.0-0413,36.015833,-4.225944,2617.4,1.05,Lit,spec,3.6,0.2,0.3,XLSS J022404.1-041330,NXS,g,3.371,0.229,0.235,299,10,12,4.481,0.232,0.232,453,16,18,Simbad,36.015833,-4.225944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,97,J022406.0-035502.1,J0224.1-0355,36.025,-3.91725,159.0,0.56,Lit,spec,1e+20,1e+20,1e+20,XLSSU J022405.9-035512,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,36.025,-3.91725
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,98,J022427.3-045028.1,J0224.4-0450,36.11375,-4.841139,110.1,0.49,Lit,spec,5.4,1.7,3.4,RzCS 447,dss,na,1.606,1e+20,1e+20,711,137,228,1.515,1e+20,1e+20,1077,208,345,Simbad,36.11375,-4.841139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,99,J022433.8-041432.9,J0224.5-0414,36.140833,-4.242472,1872.4,0.26,Lit,spec,1.4,0.1,0.1,XLSS J022433.8-041405,NXS,s,0.17,0.03,0.043,414,9,9,0.293,0.027,0.034,629,15,13,Simbad,36.140833,-4.242472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,100,J022457.8-034851.1,J0224.9-0348,36.240833,-3.814194,600.4,0.61,Lit,spec,4.5,0.8,1.0,XLSS J022457.1-034856,NXS,g,3.193,2.044,0.33,562,60,72,3.267,1.083,0.254,852,92,110,Simbad,36.240833,-3.814194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,101,J022509.7-040137.6,J0225.1-0401,36.290417,-4.027111,154.3,0.17,Lit,spec,1e+20,1e+20,1e+20,XLSSU J022510.5-040147,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,36.290417,-4.027111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,102,J022618.3-040000.1,J0226.3-0400,36.57625,-4.000028,98.1,0.2,Lit,phot,1e+20,1e+20,1e+20,CFHTLS CL J022620-040014,dss,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,36.57625,-4.000028
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,103,J022634.7-040408.0,J0226.5-0404,36.644583,-4.068889,239.9,0.35,Lit,spec,5.3,2.2,4.7,XLSSU J022632.5-040314,NXS,s,0.43,0.15,0.188,659,144,352,0.653,0.268,0.463,999,219,533,Simbad,36.644583,-4.068889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,104,J022709.5-041805.0,J0227.1-0418,36.789583,-4.301389,179.7,1.05,Lit,spec,7.5,2.5,6.7,XLSS J022709.2-041800,dss,na,3.015,1e+20,1e+20,454,94,196,2.905,1e+20,1e+20,454,94,196,Simbad,36.789583,-4.301389
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,105,J022722.1-032145.2,J0227.3-0321,36.842083,-3.362556,330.3,0.33,Lit,spec,2.5,0.4,0.6,XLSS J022722.4-032144,dss,na,0.87,0.245,0.444,548,46,66,0.879,0.246,0.445,832,71,100,Simbad,36.842083,-3.362556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,106,J022726.7-043209.1,J0227.4-0432,36.86125,-4.535861,303.4,0.31,Lit,spec,1.7,0.2,0.4,XLSS J022726.0-043216,dss,na,0.156,1e+20,1e+20,446,33,51,0.148,1e+20,1e+20,446,33,51,Simbad,36.86125,-4.535861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,107,J022738.5-031801.3,J0227.6-0318,36.910417,-3.300361,204.5,0.84,Lit,spec,3.6,0.8,1.4,XLSS J022738.3-031758,dss,na,1.627,0.275,0.214,381,48,74,3.189,0.528,0.406,578,72,112,Simbad,36.910417,-3.300361
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,108,J022812.5-100538.3,J0228.2-1005,37.052083,-10.093972,280.0,0.15,Lit,spec,2.1,0.5,0.7,WARP J0228.1-1005,dss,na,0.289,0.176,0.1,591,81,99,0.41,0.297,0.172,896,123,150,Simbad,37.052083,-10.093972
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,109,J022827.3-042542.2,J0228.4-0425,37.11375,-4.428389,497.2,0.43,Lit,spec,3.3,0.6,0.9,XLSS J022827.8-042601,dss,na,0.807,0.145,0.151,568,67,81,1.38,0.366,0.538,862,102,122,Simbad,37.11375,-4.428389
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,110,J023346.0-085048.5,J0233.7-0850,38.441667,-8.846806,179.6,0.25,Spec,spec,2.1,0.5,1.1,MaxBCG J038.43299-08.84562,DR7,s,0.415,0.152,0.171,529,79,147,0.623,0.257,0.307,802,119,223,Simbad,38.441667,-8.846806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,111,J023759.9-522434.4,J0237.9-5224,39.499583,-52.409556,3571.6,0.14,Lit,spec,3.7,0.3,0.4,400d J0237-5224,dss,na,0.379,0.037,0.024,781,59,57,0.38,0.037,0.024,1185,89,87,Simbad,39.499583,-52.409556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,112,J024150.5-000549.9,J0241.8-0005,40.460417,-0.097194,66.3,0.28,Lit,phot,1.6,0.5,1.0,SDSS CE J040.474457-00.097709,dss,na,0.142,0.117,0.2,442,86,136,0.167,0.142,0.446,670,131,206,Simbad,40.460417,-0.097194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,113,J024311.6+372329.8,J0243.1+3723,40.798333,37.391611,69.5,0.52,NXS,phot,2.7,0.7,1.3,,NXS,s,0.574,0.253,0.226,461,75,117,0.982,0.649,0.831,700,114,178,Simbad,40.798333,37.391611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,114,J024809.8+311516.4,J0248.1+3115,42.040833,31.254556,145.9,0.35,NXS,phot,4.3,1.6,3.9,,NXS,g,1.025,0.872,1.03,724,167,326,1.508,1.356,2.763,1098,253,494,Simbad,42.040833,31.254556
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,115,J024835.6+311917.0,J0248.5+3119,42.148333,31.321389,248.4,0.37,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,42.148333,31.321389
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,116,J025006.4-310400.8,J0250.1-3104,42.526667,-31.066889,622.2,0.91,Spec,spec,5.6,1.3,2.1,,NXS,g,3.398,1.08,3.035,448,61,88,4.445,1.559,2.156,680,92,134,Simbad,42.526667,-31.066889
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,117,J030145.5+000335.8,J0301.7+0003,45.439583,0.059944,80.3,0.69,Spec,spec,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,45.439583,0.059944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,118,J030205.1-000003.6,J0302.0-0000,45.52125,-0.001,373.3,0.65,Lit,spec,5.6,0.4,0.5,XMMU J0302.1-0000,S82,s,6.844,0.766,8.988,607,23,32,14.093,6.148,1.842,921,35,49,Simbad,45.52125,-0.001
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,119,J030211.4-000134.3,J0302.1-0001,45.5475,-0.026194,196.2,1.19,Lit,spec,2.3,0.5,0.9,XMMU J0302.2-0001,NXS,s,12.871,1e+20,1e+20,199,26,42,12.367,1e+20,1e+20,199,26,42,Simbad,45.5475,-0.026194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,120,J030253.4-000554.5,J0302.8-0005,45.7225,-0.098472,87.1,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,45.7225,-0.098472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,121,J030317.4+001238.4,J0303.2+0012,45.8225,0.210667,109.5,0.59,Spec,spec,1.4,0.2,0.3,BLOX J0303.3+0012.8,S82,s,0.247,0.059,0.089,291,23,30,0.268,0.055,0.084,441,36,45,Simbad,45.8225,0.210667
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,122,J030332.8-005735.5,J0303.5-0057,45.886667,-0.959861,82.3,0.64,S82,phot,2.5,0.8,2.1,,S82,g,0.505,0.172,0.168,391,75,161,0.758,0.364,0.379,593,114,245,Simbad,45.886667,-0.959861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,123,J030348.3-775241.3,J0303.8-7752,45.95125,-77.878139,14659.0,0.27,Lit,spec,8.7,0.3,0.3,1RXS J030344.4-775222,dss,na,16.083,0.344,0.327,1174,26,26,16.199,0.348,0.331,1780,39,39,Simbad,45.95125,-77.878139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,124,J030614.4-000535.8,J0306.2-0005,46.56,-0.093278,1173.8,0.43,LRG,spec,2.3,0.2,0.3,,S82,s,0.673,0.235,0.165,468,25,34,1.04,0.601,0.834,710,38,51,Simbad,46.56,-0.093278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,125,J030617.2-000834.6,J0306.2-0008,46.571667,-0.142944,2236.0,0.11,LRG,spec,1.8,0.6,1.6,SDSS-C4 2007,S82,g,0.38,0.094,0.08,701,74,84,0.603,0.166,0.156,1063,112,127,Simbad,46.571667,-0.142944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,126,J030634.0-000423.7,J0306.5-0004,46.641667,-0.07325,421.2,0.11,LRG,spec,1.0,0.1,0.1,,DR7,s,0.023,0.019,0.047,408,23,19,0.034,0.03,0.094,619,35,29,Simbad,46.641667,-0.07325
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,127,J030637.3-001816.7,J0306.6-0018,46.655417,-0.304639,113.5,0.44,S82,phot,1e+20,1e+20,1e+20,,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,46.655417,-0.304639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,128,J030644.2-000112.7,J0306.7-0001,46.684167,-0.020194,101.0,0.11,LRG,spec,1e+20,1e+20,1e+20,SDSS CE J046.701099-00.022623,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,46.684167,-0.020194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,129,J030659.8+000824.9,J0306.9+0008,46.749167,0.14025,156.0,0.08,H11,phot,2.3,0.7,1.3,SDSS CE J046.719402+00.163919,S82,s,0.013,0.009,0.019,665,120,180,0.014,0.01,0.02,1008,182,274,Simbad,46.749167,0.14025
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,130,J032553.3-061719.9,J0325.8-0617,51.472083,-6.288861,91.2,0.32,Spec,spec,1.6,0.4,2.4,,dss,na,0.16,0.132,0.199,430,62,296,0.247,0.219,0.584,652,94,449,Simbad,51.472083,-6.288861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,131,J033049.7-522836.5,J0330.8-5228,52.707083,-52.476806,14934.9,0.44,Lit,spec,4.5,0.1,0.1,ABELL 3128 NE,dss,na,10.232,0.073,0.074,676,6,6,20.913,0.135,0.133,1025,9,9,Simbad,52.707083,-52.476806
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,132,J033351.5+000600.4,J0333.8+0006,53.464583,0.100111,119.6,0.49,S82,phot,1e+20,1e+20,1e+20,SDSS CE J053.466343+00.119622,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,53.464583,0.100111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,133,J033445.3+001707.2,J0334.7+0017,53.68875,0.285333,103.3,0.31,S82,phot,1.9,0.6,1.3,SDSS CE J053.695625+00.289605,S82,s,0.639,0.304,0.426,473,86,168,0.972,0.538,1.043,717,131,254,Simbad,53.68875,0.285333
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,134,J033556.2+003214.7,J0335.9+0032,53.984167,0.537417,685.5,0.43,LRG,spec,2.9,0.6,0.8,SDSS CE J053.980568+00.534098,S82,g,0.854,0.166,0.087,532,71,78,0.864,0.172,0.102,807,108,118,Simbad,53.984167,0.537417
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,135,J033757.0+002903.4,J0337.9+0029,54.4875,0.484278,278.7,0.32,LRG,spec,2.3,0.5,0.9,SDSS CE J054.487713+00.485329,S82,g,0.943,0.606,0.209,523,62,102,1.641,1.283,0.411,794,94,155,Simbad,54.4875,0.484278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,136,J033810.8-225623.8,J0338.1-2256,54.545,-22.939944,2675.4,0.17,Lit,spec,1.5,0.1,0.1,400d J0338-2256,dss,na,0.225,0.016,0.018,480,20,12,0.239,0.02,0.024,728,30,18,Simbad,54.545,-22.939944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,137,J035414.6+003703.0,J0354.2+0037,58.560833,0.6175,201.7,1e+20,DR7,phot,1e+20,1e+20,1e+20,,DR7,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,58.560833,0.6175
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,138,J035417.0-001006.6,J0354.2-0010,58.570833,-0.1685,320.5,0.21,Spec,spec,2.8,0.6,0.8,,S82,g,0.502,0.122,0.16,608,86,102,0.613,0.163,0.232,921,130,155,Simbad,58.570833,-0.1685
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,139,J035726.4+011806.4,J0357.4+0118,59.36,1.301778,1104.3,0.13,NXS,phot,3.2,0.4,0.5,,NXS,g,0.289,0.266,0.379,764,62,67,0.434,0.407,0.787,1158,95,101,Simbad,59.36,1.301778
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,140,J035731.7+005939.4,J0357.5+0059,59.382083,0.994278,94.3,0.58,S82,phot,1e+20,1e+20,1e+20,,S82,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,59.382083,0.994278
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,141,J035744.6+010136.9,J0357.7+0101,59.435833,1.026917,796.7,0.36,S82,phot,5.7,1.7,5.4,,S82,s,1.002,0.423,0.908,844,153,390,1.097,0.517,1.564,1280,232,592,Simbad,59.435833,1.026917
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,142,J035805.7+011001.2,J0358.0+0110,59.52375,1.167,114.3,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,59.52375,1.167
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,143,J040646.5-711628.5,J0406.7-7116,61.69375,-71.274583,2039.0,0.23,Lit,phot,3.9,0.3,0.5,MS 0407.2-7123,dss,na,1.646,0.249,0.225,776,39,55,1.975,0.365,0.362,1177,59,83,Simbad,61.69375,-71.274583
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,144,J041645.8-552510.1,J0416.7-5525,64.190833,-55.419472,158.2,0.37,Lit,spec,2.2,0.4,0.7,RX J0416.7-5525,dss,na,0.907,0.287,0.27,491,49,79,1.344,0.723,0.938,745,75,121,Simbad,64.190833,-55.419472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,145,J041704.8+011330.9,J0417.0+0113,64.27,1.22525,559.3,0.32,Lit,spec,3.6,0.5,0.8,ZwCl 0414.3+0103,dss,na,1.44,0.201,0.207,672,51,77,2.59,0.436,0.47,1020,77,118,Simbad,64.27,1.22525
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,146,J041944.6+143904.5,J0419.7+1439,64.935833,14.65125,230.5,0.19,Spec,spec,1e+20,1e+20,1e+20,,NXS,na,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,64.935833,14.65125
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,147,J043338.8+052310.0,J0433.6+0523,68.411667,5.386111,147.5,0.12,NXS,phot,0.7,0.1,0.1,,NXS,s,0.023,0.014,0.022,318,18,16,0.025,0.017,0.034,483,28,25,Simbad,68.411667,5.386111
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,148,J044759.9-203721.4,J0447.9-2037,71.999583,-20.622611,137.3,0.41,Lit,spec,1.0,0.2,0.3,F1652.20CR,dss,na,0.18,1e+20,1e+20,297,31,48,0.173,1e+20,1e+20,297,31,48,Simbad,71.999583,-20.622611
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,149,J045506.3-532343.8,J0455.1-5323,73.77625,-53.3955,862.5,0.41,Spec,spec,3.6,0.5,0.7,,NXS,g,0.666,0.055,0.317,614,49,65,1.094,0.45,0.676,931,74,98,Simbad,73.77625,-53.3955
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,150,J051545.1-001036.1,J0515.7-0010,78.937917,-0.176694,250.0,0.47,NXS,phot,3.9,1.5,2.9,,NXS,s,0.559,0.401,0.475,605,145,223,0.764,0.6,1.165,917,220,339,Simbad,78.937917,-0.176694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,151,J051548.2+793959.0,J0515.8+7939,78.950833,79.666389,346.8,0.61,NXS,phot,7.1,1.5,2.2,,NXS,s,1.771,0.212,0.191,723,95,123,2.429,0.387,0.394,1097,144,187,Simbad,78.950833,79.666389
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,152,J051610.0+010954.0,J0516.1+0109,79.041667,1.165,144.3,0.32,Spec,spec,4.7,2.1,7.0,,NXS,na,0.696,0.671,1.264,788,223,536,1.078,1.053,3.85,1196,338,813,Simbad,79.041667,1.165
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,153,J052110.9-253103.5,J0521.1-2531,80.295417,-25.517639,130.7,0.58,Lit,spec,4.0,1.4,2.6,400d J0521-2530,dss,na,1.07,0.717,0.362,539,119,180,1.281,0.926,0.992,817,181,273,Simbad,80.295417,-25.517639
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,154,J052215.4-362513.7,J0522.2-3625,80.564167,-36.420472,1936.8,0.47,Lit,spec,5.5,0.5,0.6,400d J0522-3624,dss,na,2.731,2.446,0.062,730,42,44,3.563,3.278,1.663,1107,65,67,Simbad,80.564167,-36.420472
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,155,J052247.3-481734.3,J0522.7-4817,80.697083,-48.292861,159.6,0.21,Lit,spec,1.4,0.3,0.3,CXOU J052246-481804,dss,na,0.106,1e+20,1e+20,439,269,246,0.1,1e+20,1e+20,665,408,374,Simbad,80.697083,-48.292861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,156,J054414.2-255547.5,J0544.2-2555,86.059167,-25.929861,639.7,0.26,Lit,spec,4.1,1.5,2.0,400d J0544-2555,dss,na,0.882,0.819,1.006,773,181,200,1.429,1.366,2.128,1172,275,303,Simbad,86.059167,-25.929861
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,157,J063945.9+821847.3,J0639.7+8218,99.94125,82.313139,1038.1,0.41,NXS,phot,4.9,0.8,0.8,,NXS,g,0.909,0.658,1.213,735,72,66,1.109,0.858,3.222,1115,110,100,Simbad,99.94125,82.313139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,158,J064010.9+822902.2,J0640.1+8229,100.045417,82.483944,87.2,0.83,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,100.045417,82.483944
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,159,J064423.6+822626.5,J0644.3+8226,101.098333,82.440694,264.4,1e+20,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,101.098333,82.440694
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,160,J072022.0+713155.9,J0720.3+7131,110.091667,71.532194,304.4,0.27,Lit,spec,2.4,0.6,1.2,ZwCl 0714.8+7140,dss,na,0.288,0.187,0.375,565,85,146,0.355,0.254,1.038,856,129,221,Simbad,110.091667,71.532194
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,161,J072054.3+710900.5,J0720.9+7109,110.22625,71.150139,915.0,0.23,Lit,spec,2.9,0.4,0.5,400d J0720+7108,dss,na,0.726,0.468,0.991,666,53,57,1.067,0.809,2.245,1010,81,86,Simbad,110.22625,71.150139
xcs_dr1,J/MNRAS/423/1024,J/MNRAS/423/1024/xcsdr1,162,J073524.1+435311.5,J0735.4+4353,113.850417,43.886528,148.0,0.13,NXS,phot,1e+20,1e+20,1e+20,,NXS,s,1e+20,1e+20,1e+20,999999,16959,999999,1e+20,1e+20,1e+20,999999,16959,999999,Simbad,113.850417,43.886528
