catalog,vizier_source,vizier_table,recno,MOO2,m_MOO2,RAJ2000,DEJ2000,zphot,e_zphot,S_N,S_N-G,Name-fg,zspec,r_zspec,LitName,r_LitName,SimbadName,NED,RA_deg,Dec_deg
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14782,J12180+02582,,184.502,2.97,0.71,0.05,5.9,7.0,,1e+20,,HSCJ121806+025823,14,HSCS J121806+025823,NED,184.5019989013672,2.9700000286102295
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14783,J12180+00390,,184.507,0.65,0.34,0.039,5.5,6.3,,1e+20,,,,,NED,184.5070037841797,0.6499999761581421
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14784,J12180-02254,,184.514,-2.423,0.47,0.043,6.5,7.8,,0.488,12,RMJ121812.4-022547.8,12,[RRB2014] RM J121812.4-022547.8,NED,184.51400756835938,-2.4230000972747803
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14785,J12181-04440,,184.524,-4.734,1.37,0.069,6.8,8.8,,1e+20,,,,,NED,184.5240020751953,-4.734000205993652
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14786,J12181+00342,,184.53,0.57,0.92,0.056,5.7,6.8,,1e+20,,HSCJ121808+003347,14,HSCS J121808+003347,NED,184.52999877929688,0.5699999928474426
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14787,J12181-00170,,184.547,-0.283,0.915,0.056,5.3,6.2,,1e+20,,HSCJ121813-001712,14,HSCS J121813-001712,NED,184.5469970703125,-0.28299999237060547
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14788,J12182+01302,,184.55,1.503,1.05,0.059,5.3,6.3,,1e+20,,,,,NED,184.5500030517578,1.503000020980835
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14789,J12182+01404,,184.557,1.673,0.69,0.049,5.2,6.1,,1e+20,,,,,NED,184.5570068359375,1.6729999780654907
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14790,J12182-02546,,184.568,-2.91,0.34,0.039,5.7,6.5,,1e+20,,,,,NED,184.5679931640625,-2.9100000858306885
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14791,J12184-02502,,184.612,-2.837,0.75,0.051,7.7,9.7,,1e+20,,,,,NED,184.61199951171875,-2.8369998931884766
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14792,J12184-03192,,184.612,-3.32,1.48,0.072,6.1,7.9,,1e+20,,,,,NED,184.61199951171875,-3.319999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14793,J12184-03178,,184.615,-3.297,0.545,0.045,5.1,6.0,,1e+20,,,,,NED,184.61500549316406,-3.296999931335449
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14794,J12184-04252,,184.617,-4.421,1.565,0.074,5.0,6.3,,1e+20,,,,,NED,184.61700439453125,-4.421000003814697
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14795,J12185+02334,,184.635,2.557,0.82,0.053,10.2,13.8,,1e+20,,ACT-CL J1218.5+0233,"2,14",ACT-CL J1218.5+0233,NED,184.63499450683594,2.556999921798706
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14796,J12185-02110,,184.641,-2.183,0.3,0.038,8.4,10.2,,0.296,12,RMJ121834.0-021037.3,12,[RRB2014] RM J121834.0-021037.3,NED,184.64100646972656,-2.183000087738037
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14797,J12186-03192,,184.652,-3.32,0.795,0.052,5.3,6.2,,1e+20,,,,,NED,184.65199279785156,-3.319999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14798,J12186+04420,,184.654,4.701,0.62,0.047,6.2,7.5,,1e+20,,,,,NED,184.6540069580078,4.701000213623047
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14799,J12186+03162,,184.655,3.27,0.65,0.048,5.3,6.1,,1e+20,,,,,NED,184.65499877929688,3.2699999809265137
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14800,J12186-02170,,184.668,-2.283,0.47,0.043,6.4,7.6,,1e+20,,,,,NED,184.66799926757812,-2.2829999923706055
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14801,J12187+02548,,184.678,2.913,1.965,0.086,5.0,6.5,,1e+20,,,,,NED,184.67799377441406,2.9130001068115234
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14802,J12187-04228,,184.684,-4.381,0.69,0.049,5.1,5.9,,1e+20,,,,,NED,184.6840057373047,-4.38100004196167
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14803,J12187-03382,,184.689,-3.637,1.34,0.068,5.8,7.2,,1e+20,,,,,NED,184.68899536132812,-3.63700008392334
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14804,J12187-01028,,184.69,-1.047,0.13,0.033,5.5,6.1,,1e+20,,,,,NED,184.69000244140625,-1.0470000505447388
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14805,J12187-01160,,184.694,-1.267,1.87,0.083,5.5,7.3,,1e+20,,,,,NED,184.69400024414062,-1.2669999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14806,J12187+01298,,184.694,1.497,0.97,0.057,5.3,6.2,,1e+20,,,,,NED,184.69400024414062,1.496999979019165
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14807,J12188+01022,,184.7,1.037,0.87,0.054,5.5,6.4,,1e+20,,,,,NED,184.6999969482422,1.0369999408721924
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14808,J12189-02374,,184.738,-2.623,0.83,0.053,7.0,8.7,,1e+20,,,,,NED,184.73800659179688,-2.622999906539917
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14809,J12190-02248,,184.758,-2.413,0.71,0.05,5.9,7.1,,1e+20,,,,,NED,184.75799560546875,-2.4130001068115234
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14810,J12190-00256,,184.767,-0.427,0.425,0.041,8.1,10.0,,1e+20,,KDR2 J121901.9-002525,15,[RPB2017] KDR2 J121901.9-002525,NED,184.76699829101562,-0.4269999861717224
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14811,J12190+02104,,184.768,2.173,0.92,0.056,6.2,7.5,,1e+20,,HSCJ121903+021022,14,HSCS J121903+021022,NED,184.76800537109375,2.1730000972747803
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14812,J12190+04546,,184.768,4.911,0.67,0.048,5.7,6.7,,1e+20,,,,,NED,184.76800537109375,4.910999774932861
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14813,J12190-02472,,184.772,-2.787,0.52,0.044,5.1,5.9,,1e+20,,,,,NED,184.77200317382812,-2.7869999408721924
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14814,J12191-01092,,184.78,-1.153,0.65,0.048,5.8,6.8,,1e+20,,,,,NED,184.77999877929688,-1.152999997138977
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14815,J12192-01240,,184.81,-1.4,0.725,0.05,5.5,6.5,,1e+20,,,,,NED,184.80999755859375,-1.399999976158142
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14816,J12193+04086,,184.827,4.144,0.68,0.049,5.7,6.8,,1e+20,,,,,NED,184.82699584960938,4.144000053405762
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14817,J12193-01325,,184.827,-1.543,0.4,0.041,5.7,6.6,,0.448,14,HSCJ121920-013223,"14,15",HSCS J121920-013223,NED,184.82699584960938,-1.5429999828338623
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14818,J12193-03384,,184.843,-3.64,1.275,0.066,5.7,7.1,,1e+20,,,,,NED,184.84300231933594,-3.640000104904175
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14819,J12194-01447,,184.851,-1.747,1.12,0.061,6.3,7.8,,1e+20,,HSCJ121925-014322,14,HSCS J121925-014322,NED,184.8509979248047,-1.746999979019165
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14820,J12194+02290,,184.858,2.483,0.33,0.039,5.7,6.6,,1e+20,,,,,NED,184.85800170898438,2.4830000400543213
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14821,J12194-04394,,184.865,-4.657,1.29,0.066,5.8,7.3,,1e+20,,,,,NED,184.86500549316406,-4.6570000648498535
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14822,J12195+00490,,184.887,0.817,0.315,0.038,6.7,7.8,,1e+20,,HSCJ121942+005027,"14,15",HSCS J121942+005027,NED,184.88699340820312,0.8169999718666077
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14823,J12195+03598,,184.894,3.997,0.43,0.041,7.2,8.7,,1e+20,,,,,NED,184.8939971923828,3.996999979019165
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14824,J12195-03188,,184.896,-3.313,0.29,0.037,13.4,17.7,,0.3,2,ACT-CL J1219.6-0318,"2,3,12",ACT-CL J1219.6-0318,NED,184.89599609375,-3.312999963760376
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14825,J12196-01291,,184.921,-1.486,1.0,0.058,5.6,6.8,,1e+20,,,,,NED,184.92100524902344,-1.4859999418258667
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14826,J12197+00366,,184.927,0.61,1.115,0.061,5.3,6.3,,1e+20,,,,,NED,184.927001953125,0.6100000143051147
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14827,J12197-02037,,184.928,-2.063,0.41,0.041,5.8,6.8,,1e+20,,,,,NED,184.92799377441406,-2.062999963760376
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14828,J12197+04334,,184.928,4.557,0.26,0.037,6.1,7.0,,1e+20,,,,,NED,184.92799377441406,4.557000160217285
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14829,J12197-00184,,184.93,-0.307,1.0,0.058,6.6,8.2,,1e+20,,,,,NED,184.92999267578125,-0.3070000112056732
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14830,J12197+04024,,184.934,4.04,0.84,0.053,5.9,7.0,,1e+20,,,,,NED,184.9340057373047,4.039999961853027
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14831,J12197-02323,,184.935,-2.54,0.42,0.041,7.2,8.8,,0.295,12,RMJ121947.7-023240.0,12,[RRB2014] RM J121947.7-023240.0,NED,184.93499755859375,-2.5399999618530273
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14832,J12197-04462,,184.942,-4.771,0.805,0.052,6.7,8.3,,1e+20,,,,,NED,184.94200134277344,-4.770999908447266
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14833,J12198-03342,,184.953,-3.57,0.21,0.035,5.0,5.5,,1e+20,,RMJ121939.3-033715.7,12,[RRB2014] RM J121939.3-033715.7,NED,184.9530029296875,-3.569999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14834,J12198-04170,,184.954,-4.284,0.66,0.048,7.0,8.5,,1e+20,,,,,NED,184.95399475097656,-4.283999919891357
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14835,J12199+04074,,184.994,4.124,0.7,0.049,6.4,7.7,,1e+20,,,,,NED,184.99400329589844,4.124000072479248
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14836,J12200-01115,,185.004,-1.193,0.34,0.039,6.0,7.0,,0.327,12,RMJ122001.9-011123.3,"12,14,15",[RRB2014] RM J122001.9-011123.3,NED,185.00399780273438,-1.1929999589920044
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14837,J12200-02257,,185.005,-2.43,0.37,0.04,6.2,7.4,,0.375,12,RMJ121959.1-022611.6,12,[RRB2014] RM J121959.1-022611.6,NED,185.0050048828125,-2.430000066757202
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14838,J12200+04212,,185.008,4.354,0.49,0.043,9.1,11.6,,1e+20,,,,,NED,185.00799560546875,4.354000091552734
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14839,J12200+03496,,185.01,3.827,0.49,0.043,7.6,9.3,,1e+20,,,,,NED,185.00999450683594,3.8269999027252197
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14840,J12201-02101,,185.025,-2.17,1.17,0.063,6.9,8.7,,1e+20,,MOO J1220-0210,13,MOO J1220-0210,NED,185.02499389648438,-2.1700000762939453
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14841,J12201-01390,,185.031,-1.65,1.09,0.061,5.3,6.3,,1e+20,,HSCJ122006-013918,14,HSCS J122006-013918,NED,185.031005859375,-1.649999976158142
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14842,J12201-01015,,185.034,-1.027,0.88,0.055,5.1,5.9,,1e+20,,,,,NED,185.03399658203125,-1.0269999504089355
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14843,J12201+03598,,185.034,3.997,0.41,0.041,5.6,6.5,,0.378,12,RMJ122006.2+035945.4,12,[RRB2014] RM J122006.2+035945.4,NED,185.03399658203125,3.996999979019165
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14844,J12202-00144,,185.05,-0.24,0.45,0.042,6.5,7.8,,1e+20,,KDR2 J122013.2-001418,15,[RPB2017] KDR2 J122013.2-001418,NED,185.0500030517578,-0.23999999463558197
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14845,J12202-03054,,185.062,-3.09,0.59,0.046,7.8,9.7,,1e+20,,,,,NED,185.06199645996094,-3.0899999141693115
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14846,J12202-02073,,185.071,-2.123,0.8,0.052,7.8,9.7,,1e+20,,,,,NED,185.0709991455078,-2.122999906539917
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14847,J12203+02120,,185.075,2.2,1.185,0.063,5.5,6.8,,1e+20,,,,,NED,185.0749969482422,2.200000047683716
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14848,J12203-01465,,185.081,-1.776,1.275,0.066,5.7,7.0,,1e+20,,,,,NED,185.08099365234375,-1.7760000228881836
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14849,J12203-03292,,185.083,-3.487,1.0,0.058,5.4,6.4,,1e+20,,,,,NED,185.08299255371094,-3.486999988555908
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14850,J12203-02411,,185.089,-2.686,0.4,0.041,13.0,17.8,,0.436,12,ACT-CL J1220.4-0240,"2,12",ACT-CL J1220.4-0240,NED,185.08900451660156,-2.686000108718872
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14851,J12203+02475,,185.092,2.793,0.23,0.036,6.1,6.9,,1e+20,,,,,NED,185.0919952392578,2.7929999828338623
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14852,J12204-03536,,185.1,-3.893,0.68,0.049,6.1,7.3,,1e+20,,,,,NED,185.10000610351562,-3.8929998874664307
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14853,J12204-01305,,185.121,-1.51,0.44,0.042,5.5,6.4,,0.283,14,HSCJ122031-013141,"14,15",HSCS J122031-013141,NED,185.12100219726562,-1.5099999904632568
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14854,J12204-01470,,185.121,-1.783,1.34,0.068,5.8,7.2,,1e+20,,,,,NED,185.12100219726562,-1.7829999923706055
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14855,J12205-03572,,185.127,-3.953,0.51,0.044,6.1,7.2,,1e+20,,,,,NED,185.1269989013672,-3.953000068664551
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14856,J12205-01420,,185.134,-1.7,0.69,0.049,6.9,8.4,,1e+20,,HSCJ122033-014218,14,HSCS J122033-014218,NED,185.13400268554688,-1.7000000476837158
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14857,J12205-02151,,185.135,-2.253,0.445,0.042,5.5,6.4,,1e+20,,,,,NED,185.13499450683594,-2.253000020980835
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14858,J12206+00518,,185.15,0.863,1.175,0.063,5.5,6.6,,1e+20,,,,,NED,185.14999389648438,0.8629999756813049
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14859,J12206-01255,,185.151,-1.426,1.79,0.081,5.3,7.0,,1e+20,,,,,NED,185.1510009765625,-1.4259999990463257
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14860,J12206+02070,,185.151,2.116,0.75,0.051,6.7,8.1,,1e+20,,HSCJ122039+020536,14,HSCS J122039+020536,NED,185.1510009765625,2.115999937057495
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14861,J12206-03362,,185.153,-3.603,0.37,0.04,9.6,12.3,,0.387,12,RMJ122035.1-033546.4,12,[RRB2014] RM J122035.1-033546.4,NED,185.1529998779297,-3.6029999256134033
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14862,J12206-01531,,185.164,-1.886,1.02,0.059,5.1,6.0,,1e+20,,,,,NED,185.16400146484375,-1.8860000371932983
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14863,J12206-00428,,185.167,-0.713,0.77,0.051,8.2,10.3,,1e+20,,HSCJ122039-004306,14,HSCS J122039-004306,NED,185.16700744628906,-0.7129999995231628
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14864,J12207+01213,,185.177,1.356,0.38,0.04,11.5,15.2,,1e+20,,,,,NED,185.177001953125,1.3559999465942383
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14865,J12207+04102,,185.178,4.17,0.46,0.042,6.8,8.2,,1e+20,,,,,NED,185.17799377441406,4.170000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14866,J12208-03344,,185.213,-3.573,0.65,0.048,5.8,6.8,,1e+20,,,,,NED,185.21299743652344,-3.572999954223633
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14867,J12208-03580,,185.214,-3.967,0.915,0.056,7.4,9.4,,1e+20,,,,,NED,185.21400451660156,-3.9670000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14868,J12208+02161,,185.221,2.27,0.25,0.036,5.7,6.5,,0.23,12,RMJ122051.6+021613.0,"12,14",[RRB2014] RM J122051.6+021613.0,NED,185.2209930419922,2.2699999809265137
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14869,J12209-02125,,185.225,-2.21,0.4,0.041,5.8,6.8,,1e+20,,,,,NED,185.22500610351562,-2.2100000381469727
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14870,J12209+00156,,185.227,0.26,0.695,0.049,6.0,7.2,,1e+20,,,,,NED,185.2270050048828,0.25999999046325684
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14871,J12209-00324,,185.227,-0.54,1.63,0.076,6.2,8.2,,1e+20,,,,,NED,185.2270050048828,-0.5400000214576721
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14872,J12209-03025,,185.243,-3.043,0.27,0.037,5.8,6.7,,1e+20,,,,,NED,185.2429962158203,-3.0429999828338623
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14873,J12210-00368,,185.25,-0.613,0.745,0.051,6.5,7.9,,0.759,14,HSCJ122101-003643,14,HSCS J122101-003643,NED,185.25,-0.6129999756813049
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14874,J12210-00593,,185.25,-0.99,0.72,0.05,6.7,8.2,,1e+20,,HSCJ122101-005959,14,HSCS J122101-005959,NED,185.25,-0.9900000095367432
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14875,J12210+01105,,185.251,1.176,0.54,0.045,7.2,8.8,,1e+20,,,,,NED,185.25100708007812,1.1759999990463257
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14876,J12210-00046,,185.253,-0.077,0.35,0.039,5.3,6.1,,1e+20,,KDR2 J122101.2-000448,15,[RPB2017] KDR2 J122101.2-000448,NED,185.2530059814453,-0.07699999958276749
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14877,J12210+00090,,185.257,0.15,1.29,0.066,6.5,8.5,,1e+20,,,,,NED,185.2570037841797,0.15000000596046448
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14878,J12210+01583,,185.271,1.973,0.53,0.044,6.3,7.6,,0.52,12,RMJ122106.7+015809.2,12,[RRB2014] RM J122106.7+015809.2,NED,185.27099609375,1.9730000495910645
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14879,J12211+02101,,185.281,2.17,1.725,0.079,5.9,7.8,,1e+20,,,,,NED,185.281005859375,2.1700000762939453
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14880,J12211+00148,,185.284,0.247,0.43,0.041,6.3,7.5,,1e+20,,,,,NED,185.28399658203125,0.24699999392032623
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14881,J12211+04056,,185.285,4.093,0.36,0.039,6.8,8.1,,1e+20,,,,,NED,185.28500366210938,4.0929999351501465
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14882,J12211+01081,,185.29,1.136,0.38,0.04,8.6,10.8,,0.411,12,RMJ122113.1+010821.3,"12,15",[RRB2014] RM J122113.1+010821.3,NED,185.2899932861328,1.1360000371932983
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14883,J12212+04210,,185.298,4.35,0.67,0.048,6.5,7.9,,1e+20,,,,,NED,185.29800415039062,4.349999904632568
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14884,J12212+02179,,185.315,2.3,0.475,0.043,5.2,6.0,,1e+20,,,,,NED,185.31500244140625,2.299999952316284
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14885,J12213+00260,,185.324,0.433,0.39,0.04,11.3,15.0,,0.407,12,RMJ122120.3+002604.0,"12,14,15",[RRB2014] RM J122120.3+002604.0,NED,185.32400512695312,0.43299999833106995
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14886,J12213-03440,,185.324,-3.733,1.6,0.075,5.2,6.6,,1e+20,,,,,NED,185.32400512695312,-3.7330000400543213
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14887,J12213+00591,,185.34,0.986,0.18,0.034,5.5,6.0,,1e+20,,,,,NED,185.33999633789062,0.9860000014305115
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14888,J12214+02041,,185.351,2.07,0.835,0.053,5.2,6.1,,1e+20,,,,,NED,185.3509979248047,2.069999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14889,J12214-03297,,185.367,-3.496,0.59,0.046,6.3,7.5,,1e+20,,,,,NED,185.36700439453125,-3.496000051498413
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14890,J12214-01413,,185.368,-1.69,0.68,0.049,5.3,6.2,,1e+20,,,,,NED,185.3679962158203,-1.690000057220459
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14891,J12214+01523,,185.368,1.873,0.875,0.054,7.6,9.6,,1e+20,,HSCJ122129+015218,14,HSCS J122129+015218,NED,185.3679962158203,1.8730000257492065
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14892,J12215-00282,,185.38,-0.47,0.42,0.041,6.2,7.3,,0.46,14,HSCJ122126-002731,"14,15",HSCS J122126-002731,NED,185.3800048828125,-0.4699999988079071
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14893,J12215+00122,,185.384,0.203,0.17,0.034,7.0,7.8,,0.406,12,RMJ122107.5+001442.9,"12,14",[RRB2014] RM J122107.5+001442.9,NED,185.38400268554688,0.2029999941587448
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14894,J12215-01163,,185.397,-1.273,0.58,0.046,5.1,6.0,,1e+20,,,,,NED,185.39700317382812,-1.2730000019073486
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14895,J12216+01403,,185.404,1.673,0.4,0.041,10.3,13.3,,0.412,12,RMJ122135.8+014006.3,"12,15",[RRB2014] RM J122135.8+014006.3,NED,185.4040069580078,1.6729999780654907
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14896,J12216-04584,,185.407,-4.974,0.7,0.049,8.0,10.2,,1e+20,,,,,NED,185.40699768066406,-4.973999977111816
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14897,J12216-00008,,185.41,-0.013,0.625,0.047,5.0,5.8,,1e+20,,,,,NED,185.41000366210938,-0.013000000268220901
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14898,J12216-00597,,185.414,-0.996,0.27,0.037,6.6,7.7,,1e+20,,KDR2 J122135.3-005901,15,[RPB2017] KDR2 J122135.3-005901,NED,185.41400146484375,-0.9959999918937683
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14899,J12216-03057,,185.423,-3.096,0.32,0.038,8.0,9.7,,1e+20,,RMJ122140.7-030538.3,12,[RRB2014] RM J122140.7-030538.3,NED,185.42300415039062,-3.0959999561309814
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14900,J12217-00240,,185.427,-0.4,0.27,0.037,5.5,6.2,,0.261,14,HSCJ122146-002445,"14,15",HSCS J122146-002445,NED,185.427001953125,-0.4000000059604645
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14901,J12217+02177,,185.435,2.296,0.47,0.043,5.1,5.9,,0.483,14,HSCJ122145+021736,14,HSCS J122145+021736,NED,185.43499755859375,2.2960000038146973
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14902,J12218+00210,,185.454,0.35,0.16,0.034,5.8,6.4,,1e+20,,KDR2 J122206.0+002246,15,[RPB2017] KDR2 J122206.0+002246,NED,185.45399475097656,0.3499999940395355
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14903,J12218+02165,,185.468,2.276,1.0,0.058,5.3,6.3,,1e+20,,HSCJ122152+021605,14,HSCS J122152+021605,NED,185.46800231933594,2.2760000228881836
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14904,J12218-01421,,185.471,-1.703,0.5,0.044,5.0,5.8,,1e+20,,,,,NED,185.4709930419922,-1.7029999494552612
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14905,J12219+04172,,185.475,4.287,0.355,0.039,6.6,7.8,,0.389,12,RMJ122154.1+041720.6,12,[RRB2014] RM J122154.1+041720.6,NED,185.47500610351562,4.2870001792907715
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14906,J12219+00393,,185.484,0.657,1.06,0.06,7.1,8.9,,1e+20,,,,,NED,185.48399353027344,0.6570000052452087
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14907,J12219-01083,,185.491,-1.14,0.26,0.037,12.7,16.6,,0.259,1,Abell 1525,"1,12,14",Abell 1525,NED,185.49099731445312,-1.1399999856948853
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14908,J12221-01377,,185.538,-1.63,0.21,0.035,6.6,7.6,,1e+20,,,,,NED,185.53799438476562,-1.6299999952316284
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14909,J12223-00345,,185.577,-0.577,0.44,0.042,9.3,11.8,,0.458,12,RMJ122219.1-003357.1,"12,14,15",[RRB2014] RM J122219.1-003357.1,NED,185.57699584960938,-0.5770000219345093
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14910,J12223-03537,,185.595,-3.896,1.85,0.083,5.1,6.6,,1e+20,,,,,NED,185.59500122070312,-3.8959999084472656
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14911,J12223+01021,,185.597,1.036,0.56,0.045,6.3,7.5,,1e+20,,,,,NED,185.5970001220703,1.0360000133514404
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,14912,J12224-01269,,185.601,-1.45,0.31,0.038,9.1,11.3,,0.292,14,HSCJ122226-012712,14,HSCS J122226-012712,NED,185.6009979248047,-1.4500000476837158
