catalog,vizier_source,vizier_table,recno,Zwicky,RA1950,DE1950,Type,GalCnt,Diam,DistGroup,GLON,GLAT,RLamb,XLamb,YLamb,SGLON,SGLAT,ClusRad,ClusArea,Pop,_RA.icrs,_DE.icrs,RA_deg,Dec_deg
zwicky,VII/4A/zwicky,VII/4A/zwicky,110,110,00 20.5,+44 29,3,79,1.3,5,117.67,-17.82,-1.1781,1.0434,-0.547,339.25,16.58,0.12,0.046,1710,00 23 10.0,+44 45 37,5.791666666666666,44.76027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,111,111,00 20.9,+01 21,2,45,1.4,5,108.64,-60.47,-0.5098,0.483,-0.1629,295.88,8.03,0.13,0.054,840,00 23 27.9,+01 37 38,5.866249999999999,1.6272222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,112,112,00 21.0,-01 37,1,166,7.3,3,107.24,-63.36,-0.4608,0.4401,-0.1365,293.01,7.2,0.68,1.456,113,00 23 33.6,-01 20 22,5.89,-1.3394444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,113,113,00 21.2,+25 04,2,120,4.4,3,115.1,-37.11,-0.8907,0.8066,-0.3778,319.38,13.53,0.41,0.529,226,00 23 48.8,+25 20 37,5.953333333333333,25.34361111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,114,114,00 21.5,+32 47,2,61,1.7,5,116.36,-29.46,-1.0081,0.9033,-0.4476,327.23,14.84,0.16,0.079,772,00 24 08.1,+33 03 37,6.0337499999999995,33.06027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,115,115,00 21.7,+44 44,2,96,2.2,4,117.92,-17.6,-1.1812,1.0438,-0.5531,339.53,16.39,0.21,0.132,725,00 24 22.4,+45 00 37,6.093333333333333,45.01027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,116,116,00 21.8,+43 09,2,78,2.3,4,117.75,-19.17,-1.1589,1.0256,-0.5397,337.9,16.21,0.21,0.145,539,00 24 28.1,+43 25 37,6.117083333333333,43.426944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,117,117,00 21.9,+12 14,3,37,0.7,5,112.71,-49.83,-0.6869,0.6337,-0.2651,306.61,10.57,0.07,0.013,2763,00 24 29.2,+12 30 37,6.121666666666666,12.510277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,118,118,00 21.9,+36 48,2,92,2.6,2,116.99,-25.48,-1.0675,0.9512,-0.4845,331.36,15.37,0.24,0.185,498,00 24 32.8,+37 04 37,6.136666666666667,37.07694444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,119,119,00 22.1,+08 10,2,37,0.7,5,111.67,-53.84,-0.6207,0.5768,-0.2292,302.62,9.52,0.07,0.013,2763,00 24 40.8,+08 26 37,6.169999999999999,8.443611111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,120,120,00 22.3,+34 24,3,57,1.3,5,116.77,-27.88,-1.0319,0.9213,-0.4648,328.91,14.93,0.12,0.046,1234,00 24 56.5,+34 40 37,6.235416666666667,34.676944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,121,121,00 22.6,+07 49,3,57,1.1,5,111.77,-54.21,-0.6146,0.5707,-0.228,302.31,9.31,0.1,0.033,1723,00 25 10.7,+08 05 37,6.294583333333333,8.093611111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,122,122,00 23.0,+11 01,2,49,1.6,5,112.81,-51.07,-0.6665,0.6143,-0.2584,305.48,10.02,0.15,0.07,700,00 25 35.2,+11 17 37,6.3966666666666665,11.293611111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,123,123,00 23.1,+00 29,3,60,1.5,5,109.36,-61.43,-0.4935,0.4656,-0.1636,295.19,7.27,0.14,0.061,975,00 25 39.8,+00 45 37,6.415833333333333,0.7602777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,124,124,00 23.2,+08 02,1,73,1.6,5,112.09,-54.02,-0.6177,0.5724,-0.2323,302.56,9.22,0.15,0.07,1043,00 25 46.8,+08 18 37,6.444999999999999,8.31027777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,125,125,00 23.4,+30 51,2,70,1.9,5,116.56,-31.43,-0.9783,0.8751,-0.4374,325.33,14.12,0.18,0.099,709,00 26 02.1,+31 07 36,6.508749999999999,31.12666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,126,126,00 23.8,+26 31,2,105,2.5,5,116.05,-35.74,-0.912,0.8193,-0.4005,320.97,13.24,0.23,0.171,614,00 26 25.4,+26 47 36,6.605833333333332,26.793333333333337
zwicky,VII/4A/zwicky,VII/4A/zwicky,127,127,00 24.0,+16 52,3,30,0.5,5,114.48,-45.32,-0.7602,0.6919,-0.315,311.32,11.16,0.05,0.007,4391,00 26 36.0,+17 08 36,6.6499999999999995,17.143333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,128,128,00 24.0,+19 22,2,84,4.0,3,114.95,-42.84,-0.8,0.7254,-0.3374,313.81,11.72,0.37,0.437,192,00 26 36.4,+19 38 36,6.651666666666666,19.643333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,129,129,00 24.4,+05 13,2,77,2.6,4,111.75,-56.85,-0.5706,0.53,-0.2114,299.88,8.21,0.24,0.185,416,00 26 58.5,+05 29 36,6.7437499999999995,5.493333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,130,130,00 24.4,+30 14,1,144,16.3,1,116.73,-32.07,-0.9686,0.8651,-0.4356,324.74,13.79,1.52,7.26,19,00 27 02.1,+30 30 36,6.758749999999999,30.51
zwicky,VII/4A/zwicky,VII/4A/zwicky,131,131,00 24.4,+38 18,2,98,2.2,5,117.72,-24.05,-1.0886,0.9637,-0.5063,332.96,15.09,0.21,0.132,740,00 27 03.7,+38 34 36,6.765416666666666,38.57666666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,132,132,00 24.6,+02 10,3,65,1.9,5,110.79,-59.86,-0.5201,0.4862,-0.1846,296.92,7.36,0.18,0.099,658,00 27 10.1,+02 26 36,6.792083333333332,2.4433333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,133,133,00 24.6,+22 22,3,104,2.2,5,115.64,-39.89,-0.8471,0.7636,-0.3666,316.83,12.22,0.21,0.132,786,00 27 12.9,+22 38 36,6.803749999999999,22.643333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,134,134,00 25.0,+04 34,2,70,1.1,5,111.81,-57.51,-0.5595,0.5194,-0.2079,299.29,7.9,0.1,0.033,2117,00 27 34.4,+04 50 36,6.893333333333333,4.843333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,135,135,00 25.1,+16 53,3,40,0.9,5,114.85,-45.34,-0.7599,0.6895,-0.3194,311.4,10.91,0.08,0.022,1807,00 27 42.1,+17 09 36,6.925416666666666,17.16
zwicky,VII/4A/zwicky,VII/4A/zwicky,136,136,00 25.1,+33 10,3,108,3.5,3,117.27,-29.17,-1.0125,0.9,-0.464,327.75,14.16,0.33,0.335,322,00 27 44.8,+33 26 35,6.936666666666666,33.44305555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,137,137,00 25.4,+05 40,2,75,1.6,5,112.34,-56.45,-0.5773,0.534,-0.2194,300.38,8.09,0.15,0.07,1072,00 27 58.6,+05 56 35,6.994166666666666,5.9430555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,138,138,00 25.4,+13 42,2,68,2.9,5,114.33,-48.5,-0.7085,0.6456,-0.2919,308.27,10.1,0.27,0.23,295,00 27 59.7,+13 58 35,6.998749999999999,13.97638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,139,139,00 25.9,-00 21,2,55,0.9,5,110.46,-62.39,-0.4773,0.4472,-0.1668,294.57,6.37,0.08,0.022,2484,00 28 27.7,-00 04 25,7.115416666666666,-0.07361111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,140,140,00 26.0,+06 00,2,94,2.2,5,112.7,-56.14,-0.5824,0.5373,-0.2247,300.75,8.03,0.21,0.132,710,00 28 34.6,+06 16 35,7.144166666666666,6.276388888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,141,141,00 26.0,+07 32,3,71,1.4,4,113.12,-54.63,-0.6076,0.5588,-0.2386,302.24,8.43,0.13,0.054,1325,00 28 34.8,+07 48 35,7.144999999999999,7.809722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,142,142,00 26.1,+11 48,2,138,5.1,3,114.19,-50.41,-0.6773,0.6179,-0.2775,306.44,9.47,0.48,0.711,194,00 28 41.4,+12 04 35,7.172499999999999,12.07638888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,143,143,00 26.3,+16 16,3,168,4.0,4,115.15,-45.99,-0.7494,0.6784,-0.3185,310.85,10.48,0.37,0.437,384,00 28 54.1,+16 32 35,7.225416666666666,16.543055555555558
zwicky,VII/4A/zwicky,VII/4A/zwicky,144,144,00 26.3,+17 19,2,142,4.6,3,115.33,-44.95,-0.7662,0.6925,-0.3279,311.89,10.73,0.43,0.578,245,00 28 54.3,+17 35 35,7.226249999999999,17.593055555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,145,145,00 26.7,+10 25,1,110,9.1,2,114.11,-51.8,-0.6545,0.5974,-0.2674,305.11,8.99,0.85,2.263,48,00 29 17.3,+10 41 35,7.322083333333333,10.693055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,146,146,00 27.0,-00 36,2,141,7.5,2,110.94,-62.69,-0.4722,0.441,-0.1688,294.4,6.04,0.7,1.537,91,00 29 33.7,-00 19 25,7.390416666666666,-0.32361111111111107
zwicky,VII/4A/zwicky,VII/4A/zwicky,147,147,00 27.4,+29 41,2,92,2.1,5,117.43,-32.68,-0.9592,0.8514,-0.4418,324.31,13.05,0.2,0.121,763,00 30 02.5,+29 57 34,7.510416666666666,29.959444444444443
zwicky,VII/4A/zwicky,VII/4A/zwicky,148,148,00 27.4,+31 07,2,79,1.9,5,117.59,-31.26,-0.9809,0.8694,-0.4543,325.75,13.32,0.18,0.099,800,00 30 02.8,+31 23 34,7.511666666666666,31.392777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,149,149,00 27.7,+18 22,2,131,3.8,4,115.97,-43.94,-0.7824,0.7034,-0.3426,313.01,10.65,0.35,0.395,331,00 30 18.6,+18 38 34,7.577499999999999,18.642777777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,150,150,00 28.3,+14 23,1,83,4.8,4,115.51,-47.92,-0.7181,0.6481,-0.3093,309.11,9.57,0.45,0.63,131,00 30 54.0,+14 39 34,7.725,14.659444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,151,151,00 28.6,+06 42,3,25,0.5,5,114.02,-55.54,-0.5923,0.541,-0.2411,301.61,7.59,0.05,0.007,3659,00 31 10.8,+06 58 34,7.795,6.976111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,152,152,00 28.6,+40 13,2,55,1.8,5,118.79,-22.22,-1.1152,0.9773,-0.5372,335.04,14.57,0.17,0.089,621,00 31 17.2,+40 29 34,7.821666666666666,40.49277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,153,153,00 28.8,+06 13,1,71,3.8,4,113.99,-56.03,-0.5842,0.5338,-0.2375,301.15,7.42,0.35,0.395,179,00 31 22.7,+06 29 34,7.8445833333333335,6.4927777777777775
zwicky,VII/4A/zwicky,VII/4A/zwicky,154,154,00 29.0,+11 54,3,60,1.7,5,115.31,-50.4,-0.6774,0.6124,-0.2896,306.71,8.81,0.16,0.079,759,00 31 35.6,+12 10 33,7.8983333333333325,12.175833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,155,155,00 29.0,+12 04,2,106,4.9,4,115.34,-50.24,-0.6802,0.6147,-0.2911,306.87,8.85,0.46,0.656,161,00 31 35.7,+12 20 33,7.89875,12.342500000000001
zwicky,VII/4A/zwicky,VII/4A/zwicky,156,156,00 29.5,+17 50,3,45,0.7,5,116.49,-44.52,-0.7731,0.692,-0.3448,312.58,10.1,0.07,0.013,3360,00 32 06.7,+18 06 33,8.027916666666666,18.109166666666667
zwicky,VII/4A/zwicky,VII/4A/zwicky,157,157,00 30.0,+04 48,1,83,2.0,5,114.17,-57.47,-0.5601,0.511,-0.2293,299.85,6.76,0.19,0.109,759,00 32 34.5,+05 04 33,8.143749999999999,5.075833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,158,158,00 30.1,+03 44,2,63,1.6,5,113.94,-58.53,-0.5423,0.4956,-0.2201,298.82,6.46,0.15,0.07,900,00 32 40.4,+04 00 33,8.168333333333333,4.009166666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,159,159,00 30.6,+17 22,2,111,2.9,4,116.78,-45.01,-0.7652,0.6831,-0.3448,312.18,9.75,0.27,0.23,483,00 33 12.7,+17 38 32,8.302916666666667,17.642222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,160,160,00 30.8,+07 12,3,35,0.5,5,115.09,-55.12,-0.5994,0.5428,-0.2542,302.23,7.19,0.05,0.007,5123,00 33 23.0,+07 28 32,8.345833333333333,7.475555555555555
zwicky,VII/4A/zwicky,VII/4A/zwicky,161,161,00 30.8,+18 06,1,137,4.0,5,116.95,-44.29,-0.7769,0.6925,-0.3521,312.91,9.87,0.37,0.437,313,00 33 24.8,+18 22 32,8.353333333333333,18.375555555555557
zwicky,VII/4A/zwicky,VII/4A/zwicky,162,162,00 30.9,+42 55,1,120,7.0,2,119.48,-19.56,-1.1534,1.0041,-0.5677,337.87,14.53,0.65,1.339,89,00 33 36.5,+43 11 32,8.402083333333334,43.19222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,163,163,00 31.1,+31 41,2,69,1.6,5,118.57,-30.76,-0.9884,0.8681,-0.4727,326.48,12.65,0.15,0.07,986,00 33 45.6,+31 57 32,8.44,31.95888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,164,164,00 31.2,+06 02,3,66,1.3,5,115.01,-56.29,-0.5799,0.5255,-0.2451,301.12,6.79,0.12,0.046,1429,00 33 46.8,+06 18 32,8.445,6.308888888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,165,165,00 31.2,+26 29,2,106,2.8,5,118.08,-35.95,-0.9088,0.8018,-0.4278,321.26,11.61,0.26,0.214,494,00 33 50.5,+26 45 32,8.460416666666665,26.75888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,166,166,00 31.3,+01 01,3,76,2.0,5,113.77,-61.27,-0.4963,0.4542,-0.2,296.26,5.44,0.19,0.109,695,00 33 52.0,+01 17 32,8.466666666666667,1.2922222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,167,167,00 31.6,+28 59,3,43,0.9,5,118.44,-33.46,-0.9472,0.8329,-0.4511,323.79,12.02,0.08,0.022,1942,00 34 15.1,+29 15 32,8.562916666666665,29.25888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,168,168,00 31.7,+00 34,3,55,1.0,5,113.84,-61.73,-0.4885,0.4468,-0.1974,295.85,5.22,0.09,0.027,2012,00 34 15.9,+00 50 32,8.566249999999998,0.8422222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,169,169,00 31.7,+29 16,2,71,1.5,5,118.49,-33.18,-0.9515,0.8363,-0.4539,324.08,12.06,0.14,0.061,1154,00 34 21.2,+29 32 32,8.588333333333333,29.542222222222225
zwicky,VII/4A/zwicky,VII/4A/zwicky,170,170,00 31.7,+34 53,1,96,2.4,4,119.0,-27.58,-1.0363,0.9064,-0.5024,329.73,13.1,0.22,0.157,609,00 34 22.5,+35 09 32,8.593749999999998,35.15888888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,171,171,00 31.8,+30 04,2,60,1.4,5,118.59,-32.39,-0.9637,0.8462,-0.4612,324.88,12.19,0.13,0.054,1120,00 34 27.4,+30 20 32,8.614166666666666,30.342222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,172,172,00 32.3,+29 47,3,133,2.0,5,118.69,-32.68,-0.9593,0.8415,-0.4606,324.61,12.03,0.19,0.109,1216,00 34 57.4,+30 03 31,8.739166666666666,30.058611111111112
zwicky,VII/4A/zwicky,VII/4A/zwicky,173,173,00 32.5,+05 51,1,63,3.0,4,115.55,-56.51,-0.5762,0.5199,-0.2485,301.03,6.43,0.28,0.246,256,00 35 04.8,+06 07 31,8.77,6.125277777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,174,174,00 32.6,+01 13,1,121,6.3,2,114.49,-61.11,-0.4989,0.454,-0.2068,296.55,5.18,0.59,1.085,111,00 35 10.0,+01 29 31,8.791666666666666,1.4919444444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,175,175,00 32.6,+02 07,1,170,16.0,1,114.73,-60.22,-0.5139,0.4668,-0.215,297.42,5.42,1.49,6.995,24,00 35 10.1,+02 23 31,8.792083333333332,2.3919444444444444
zwicky,VII/4A/zwicky,VII/4A/zwicky,176,176,00 32.6,+25 36,2,75,1.4,5,118.38,-36.85,-0.8947,0.7872,-0.4252,320.45,11.12,0.13,0.054,1400,00 35 14.5,+25 52 31,8.810416666666665,25.87527777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,177,177,00 32.7,+03 17,2,55,2.0,5,115.07,-59.07,-0.5334,0.4831,-0.226,298.55,5.71,0.19,0.109,503,00 35 16.4,+03 33 31,8.818333333333333,3.558611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,178,178,00 32.9,+20 08,3,87,2.3,4,117.89,-42.31,-0.8086,0.7147,-0.3782,315.04,9.85,0.21,0.145,601,00 35 31.4,+20 24 31,8.880833333333332,20.40861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,179,179,00 33.0,+02 12,2,79,1.6,5,114.95,-60.15,-0.5151,0.467,-0.2173,297.52,5.35,0.15,0.07,1129,00 35 34.2,+02 28 31,8.892499999999998,2.475277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,180,180,00 33.0,+12 09,2,217,4.8,4,116.88,-50.26,-0.6798,0.6063,-0.3073,307.2,7.92,0.45,0.63,344,00 35 35.9,+12 25 31,8.899583333333334,12.425277777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,181,181,00 33.1,+29 25,3,55,1.9,4,118.87,-33.06,-0.9535,0.835,-0.4603,324.28,11.79,0.18,0.099,557,00 35 45.4,+29 41 31,8.939166666666667,29.691944444444445
zwicky,VII/4A/zwicky,VII/4A/zwicky,182,182,00 33.1,+49 26,1,84,3.3,3,120.35,-13.08,-1.2439,1.0734,-0.6284,344.61,14.98,0.31,0.298,282,00 35 51.5,+49 42 31,8.964583333333334,49.70861111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,183,183,00 33.2,-03 12,2,292,10.8,1,113.45,-65.51,-0.4242,0.3892,-0.1688,292.32,3.83,1.01,3.187,91,00 35 45.2,-02 55 29,8.938333333333333,-2.924722222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,184,184,00 33.3,+20 28,3,55,1.1,5,118.05,-41.98,-0.8137,0.7182,-0.3827,315.4,9.84,0.1,0.033,1663,00 35 55.5,+20 44 31,8.98125,20.741944444444446
zwicky,VII/4A/zwicky,VII/4A/zwicky,185,185,00 33.4,-02 30,2,60,1.6,4,113.81,-64.82,-0.4359,0.3988,-0.176,293.01,3.98,0.15,0.07,857,00 35 57.3,-02 13 29,8.98875,-2.2247222222222223
zwicky,VII/4A/zwicky,VII/4A/zwicky,186,186,00 33.6,+04 17,2,51,1.1,5,115.72,-58.1,-0.5496,0.4952,-0.2385,299.58,5.76,0.1,0.033,1542,00 36 10.5,+04 33 31,9.04375,4.5586111111111105
zwicky,VII/4A/zwicky,VII/4A/zwicky,187,187,00 33.8,+05 38,2,238,14.7,1,116.09,-56.76,-0.572,0.5137,-0.2515,300.91,6.07,1.37,5.905,40,00 36 22.8,+05 54 31,9.094999999999999,5.908611111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,188,188,00 33.8,+06 15,2,79,1.6,4,116.21,-56.15,-0.5822,0.5224,-0.2571,301.5,6.22,0.15,0.07,1129,00 36 22.9,+06 31 31,9.095416666666665,6.525277777777777
zwicky,VII/4A/zwicky,VII/4A/zwicky,189,189,00 34.2,+02 23,3,40,1.1,5,115.59,-60.0,-0.5176,0.4668,-0.2236,297.79,5.11,0.1,0.033,1209,00 36 46.2,+02 39 30,9.192499999999999,2.658333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,190,190,00 34.4,+08 51,3,55,1.1,5,116.92,-53.58,-0.625,0.5573,-0.283,304.07,6.75,0.1,0.033,1663,00 36 59.4,+09 07 30,9.247499999999999,9.125
zwicky,VII/4A/zwicky,VII/4A/zwicky,191,191,00 34.4,+21 17,2,52,0.9,5,118.48,-41.19,-0.8264,0.7264,-0.3941,316.26,9.77,0.08,0.022,2349,00 37 01.8,+21 33 30,9.257499999999999,21.558333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,192,192,00 34.4,+24 56,2,64,2.0,4,118.82,-37.55,-0.8838,0.7743,-0.4261,319.87,10.58,0.19,0.109,585,00 37 02.6,+25 12 30,9.260833333333332,25.208333333333332
zwicky,VII/4A/zwicky,VII/4A/zwicky,193,193,00 34.4,+25 32,1,101,6.0,1,118.88,-36.95,-0.8932,0.7821,-0.4314,320.47,10.7,0.56,0.984,102,00 37 02.7,+25 48 30,9.26125,25.808333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,194,194,00 34.5,+19 03,2,272,5.9,4,118.28,-43.42,-0.7908,0.6964,-0.3747,314.06,9.23,0.55,0.951,285,00 37 07.4,+19 19 30,9.280833333333334,19.325
zwicky,VII/4A/zwicky,VII/4A/zwicky,195,195,00 34.7,+45 36,2,111,4.1,3,120.39,-16.93,-1.1907,1.0271,-0.6023,340.71,14.22,0.38,0.459,241,00 37 26.5,+45 52 30,9.360416666666667,45.875
zwicky,VII/4A/zwicky,VII/4A/zwicky,196,196,00 34.8,+23 29,1,181,7.8,2,118.81,-39.0,-0.861,0.7544,-0.4149,318.46,10.17,0.73,1.663,108,00 37 26.3,+23 45 30,9.359583333333333,23.758333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,197,197,00 34.8,+30 59,2,88,2.9,4,119.43,-31.52,-0.977,0.8509,-0.48,325.93,11.74,0.27,0.23,382,00 37 28.1,+31 15 30,9.367083333333332,31.258333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,198,198,00 34.9,+18 02,2,124,4.1,4,118.3,-44.44,-0.7744,0.6818,-0.3672,313.08,8.9,0.38,0.459,269,00 37 31.2,+18 18 30,9.38,18.308333333333334
zwicky,VII/4A/zwicky,VII/4A/zwicky,199,199,00 34.9,+39 16,1,73,2.1,4,120.03,-23.25,-1.1002,0.9525,-0.5506,334.28,13.22,0.2,0.121,605,00 37 36.4,+39 32 30,9.401666666666666,39.541666666666664
zwicky,VII/4A/zwicky,VII/4A/zwicky,200,200,00 35.1,-00 07,1,105,3.1,5,115.45,-62.51,-0.4751,0.429,-0.2042,295.43,4.22,0.29,0.263,399,00 37 39.8,+00 09 30,9.415833333333333,0.15833333333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,201,201,00 35.4,+20 15,1,94,4.4,4,118.69,-42.24,-0.8097,0.7103,-0.3887,315.29,9.3,0.41,0.529,177,00 38 01.7,+20 31 29,9.507083333333332,20.52472222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,202,202,00 35.8,+09 13,3,70,1.1,5,117.55,-53.24,-0.6306,0.5591,-0.2917,304.52,6.52,0.1,0.033,2117,00 38 23.5,+09 29 29,9.597916666666665,9.491388888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,203,203,00 36.0,+06 59,2,103,2.2,5,117.3,-55.47,-0.5935,0.5274,-0.2722,302.36,5.89,0.21,0.132,778,00 38 35.1,+07 15 29,9.646249999999998,7.258055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,204,204,00 36.1,+20 35,3,55,1.3,5,118.94,-41.92,-0.8148,0.7131,-0.3943,315.66,9.22,0.12,0.046,1190,00 38 43.9,+20 51 29,9.682916666666664,20.858055555555556
zwicky,VII/4A/zwicky,VII/4A/zwicky,205,205,00 36.3,+29 14,1,118,8.5,1,119.69,-33.29,-0.9499,0.8253,-0.4704,324.24,11.06,0.79,1.974,59,00 38 57.9,+29 30 29,9.741249999999999,29.508055555555554
zwicky,VII/4A/zwicky,VII/4A/zwicky,206,206,00 36.4,+20 55,2,86,3.5,1,119.06,-41.59,-0.82,0.7168,-0.3984,316.0,9.23,0.33,0.335,256,00 39 02.0,+21 11 29,9.758333333333333,21.191388888888888
zwicky,VII/4A/zwicky,VII/4A/zwicky,207,207,00 36.6,+10 55,1,148,2.7,5,118.1,-51.57,-0.6583,0.5807,-0.3101,306.22,6.76,0.25,0.199,742,00 39 11.9,+11 11 29,9.799583333333333,11.19138888888889
zwicky,VII/4A/zwicky,VII/4A/zwicky,208,208,00 36.6,+21 29,3,124,2.4,5,119.18,-41.02,-0.829,0.7238,-0.4041,316.58,9.31,0.22,0.157,787,00 39 14.1,+21 45 28,9.80875,21.75777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,209,209,00 36.8,+30 56,3,37,1.2,5,119.93,-31.59,-0.9758,0.8457,-0.4868,325.97,11.31,0.11,0.039,940,00 39 28.4,+31 12 28,9.868333333333332,31.20777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,210,210,00 37.4,-01 13,2,54,1.9,4,116.45,-63.67,-0.4555,0.4078,-0.2029,294.52,3.37,0.18,0.099,547,00 39 57.5,-00 56 32,9.989583333333332,-0.9422222222222222
zwicky,VII/4A/zwicky,VII/4A/zwicky,211,211,00 37.8,+18 02,3,146,4.4,4,119.27,-44.49,-0.7737,0.6749,-0.3782,313.25,8.23,0.41,0.529,275,00 40 25.5,+18 18 28,10.106249999999998,18.30777777777778
zwicky,VII/4A/zwicky,VII/4A/zwicky,212,212,00 37.8,+24 34,2,72,2.4,5,119.77,-37.96,-0.8773,0.7615,-0.4356,319.69,9.74,0.22,0.157,457,00 40 27.0,+24 50 28,10.112499999999997,24.84111111111111
zwicky,VII/4A/zwicky,VII/4A/zwicky,213,213,00 38.0,+29 14,2,104,4.0,2,120.13,-33.31,-0.9496,0.8213,-0.4767,324.32,10.7,0.37,0.437,237,00 40 40.2,+29 30 27,10.167499999999999,29.5075
zwicky,VII/4A/zwicky,VII/4A/zwicky,214,214,00 38.2,+21 59,2,68,1.8,4,119.7,-40.55,-0.8366,0.7266,-0.4145,317.15,9.07,0.17,0.089,768,00 40 50.4,+22 15 27,10.209999999999999,22.2575
zwicky,VII/4A/zwicky,VII/4A/zwicky,215,215,00 38.4,+25 15,3,207,5.0,4,119.99,-37.29,-0.8879,0.769,-0.4438,320.39,9.76,0.47,0.683,303,00 41 03.2,+25 31 27,10.263333333333334,25.524166666666666
zwicky,VII/4A/zwicky,VII/4A/zwicky,216,216,00 38.6,+02 17,1,94,5.0,4,117.77,-60.21,-0.5141,0.4549,-0.2395,297.98,4.02,0.47,0.683,137,00 41 10.2,+02 33 27,10.292499999999999,2.5574999999999997
zwicky,VII/4A/zwicky,VII/4A/zwicky,217,217,00 38.7,+21 07,3,129,3.6,2,119.8,-41.42,-0.8227,0.714,-0.4088,316.33,8.75,0.34,0.354,364,00 41 20.3,+21 23 27,10.334583333333331,21.390833333333333
zwicky,VII/4A/zwicky,VII/4A/zwicky,218,218,00 38.7,+37 56,2,98,2.3,4,120.77,-24.62,-1.0802,0.9281,-0.5525,333.06,12.26,0.21,0.145,677,00 41 24.9,+38 12 27,10.35375,38.2075
