catalog,vizier_source,vizier_table,recno,Index,Name,GLON,GLAT,RAJ2000,DEJ2000,e_pos,SNR,Pipeline,PipeDet,PCCS2,PSZ,f_IR,q_neural,Y5R500,e_Y5R500,Val,zID,z,MSZ,E_MSZ,e_MSZ,MCXC,RedMAPPer,ACT,SPT,f_WISE,AMIevi,COSMO,Comment,Simbad,RA_deg,Dec_deg
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,176,176,PSZ2 G045.96-26.94,45.9601039,-26.9432068,312.5348829,-1.5905275,3.768841,5.10409,2,10,0,999999,0,0.957036,1.731336,0.705097,-1,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,,Simbad,312.5348829,-1.5905275
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,177,177,PSZ2 G046.10+27.18,46.1055999,27.1804284,262.9273037,22.8751267,2.428437,8.99643,1,111,0,137,0,0.987412,2.367618,0.599984,21,MACSJ1731.6+2252,0.389,8.269269,0.53672,0.541856,J1731.6+2251,,,,3,-100.0,1,,Simbad,262.9273037,22.8751267
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,178,178,PSZ2 G046.13+30.72,46.137198,30.7299361,259.2810682,24.0645679,2.42888,4.94378,1,100,0,138,0,0.979463,1.239279,0.494974,11,,0.569,6.39454,0.801785,0.838473,,RMJ171705.5+240423.6,,,2,-100.0,0,,Simbad,259.2810682,24.0645679
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,179,179,PSZ2 G046.26-70.47,46.2689778,-70.4729212,352.44707,-21.169897,2.42889,5.06944,1,111,0,999999,0,0.913153,1.409466,0.53926,30,ABELL 2606,0.1431,3.017671,0.395953,0.426852,,,,,-10,-1000.0,0,,Simbad,352.44707,-21.169897
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,180,180,PSZ2 G046.36-06.83,46.3624806,-6.8300214,295.1839418,8.6860484,3.793345,5.23598,3,1,0,139,0,0.040471,2.027041,0.649945,-1,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,,Simbad,295.1839418,8.6860484
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,181,181,PSZ2 G046.39+11.71,46.3997871,11.7192839,278.2491827,17.1920439,2.414265,4.62333,2,10,0,999999,0,0.96282,0.861951,0.181103,-1,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,,Simbad,278.2491827,17.1920439
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,182,182,PSZ2 G046.47-49.44,46.4742942,-49.4444613,332.5693139,-12.1777218,1.814485,12.55573,3,111,0,140,0,0.988729,7.64126,1.183599,21,RXCJ2210.3-1210,0.0846,4.38968,0.198356,0.201808,J2210.3-1210,,,,-10,-1000.0,1,,Simbad,332.5693139,-12.1777218
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,183,183,PSZ2 G046.88+56.48,46.8872887,56.4836198,231.0468928,29.9128747,1.772577,12.92534,3,111,0,141,0,0.986243,13.281542,2.21515,20,RXC J1524.1+2955,0.1145,5.30745,0.221242,0.239699,J1524.1+2955,RMJ152407.4+295320.3,,,-10,0.884977,1,,Simbad,231.0468928,29.9128747
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,184,184,PSZ2 G047.48+37.37,47.4879728,37.3721494,252.5786973,27.0351194,5.857865,4.96519,2,10,1,143,0,0.794336,2.462126,0.970784,12,,0.24,4.194511,0.521058,0.564068,,,,,0,-100.0,0,"Point sources at: 857GHz,",Simbad,252.5786973,27.0351194
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,185,185,PSZ2 G047.53+08.55,47.5387818,8.5518074,281.7441112,16.8431644,2.4289,6.5539,1,100,1,144,0,0.15271,2.292235,0.708727,-1,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,"Point sources at: 217GHz,",Simbad,281.7441112,16.8431644
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,186,186,PSZ2 G047.71-59.47,47.7163339,-59.4777535,342.1205959,-16.1084427,2.51394,5.72031,3,111,0,999999,0,0.954721,1.978025,0.729621,21,RXCJ2248.5-1606,0.2472,4.610344,0.466116,0.495147,J2248.5-1606,,,,-10,-1000.0,0,,Simbad,342.1205959,-16.1084427
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,187,187,PSZ2 G047.73-60.15,47.7362968,-60.1558941,342.7583654,-16.4001504,2.8196,6.71279,3,111,0,145,0,0.998288,3.688753,1.018491,21,RXCJ2251.0-1624,0.1221,3.364438,0.296297,0.320481,J2251.0-1624,,,,-10,-1000.0,1,,Simbad,342.7583654,-16.4001504
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,188,188,PSZ2 G048.08-46.63,48.0817471,-46.6301243,330.5730593,-9.8894681,6.250298,5.35043,3,111,0,146,0,0.925964,7.226728,2.450007,21,RXCJ2202.0-0949,0.0809,2.110695,0.28171,0.294328,J2202.0-0949,,,,-10,-1000.0,0,,Simbad,330.5730593,-9.8894681
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,189,189,PSZ2 G048.09+27.18,48.0935237,27.1883305,263.5648682,24.5443469,4.015585,4.70094,2,10,0,148,0,0.994102,0.834058,0.218578,20,,0.73608,6.134852,0.741854,0.809794,,,,,-3,1.04446,0,,Simbad,263.5648682,24.5443469
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,190,190,PSZ2 G048.10+57.16,48.1074565,57.1646208,230.3160862,30.6278283,2.45941,9.92657,3,111,0,147,0,0.981147,8.598615,1.721112,21,A2061,0.0777,3.589891,0.207678,0.212202,J1521.2+3038,RMJ152120.6+304015.4,,,-10,-1000.0,1,,Simbad,230.3160862,30.6278283
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,191,191,PSZ2 G048.21-65.00,48.2197706,-65.0097752,347.4397251,-18.3100163,2.42889,4.83178,1,101,0,150,0,0.93291,1.473462,0.591299,11,,0.42,5.59969,0.685159,0.763234,,,,,3,-1000.0,0,,Simbad,347.4397251,-18.3100163
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,192,192,PSZ2 G048.24-51.59,48.2477087,-51.5939796,335.0523387,-12.1975324,1.715302,6.25937,3,11,0,149,0,0.982277,1.288829,0.379616,12,,0.544,7.330888,0.621788,0.670642,,,,,-3,-1000.0,0,,Simbad,335.0523387,-12.1975324
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,193,193,PSZ2 G048.39-16.78,48.3967831,-16.7819708,304.889445,5.4829465,2.428897,4.57623,1,100,0,999999,0,0.999488,1.191904,0.494848,-1,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,,Simbad,304.889445,5.4829465
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,195,195,PSZ2 G048.75+53.18,48.757493,53.1809116,234.96694,30.6959593,6.158135,4.84985,3,1,0,999999,0,0.930327,3.394389,1.331867,21,RXC J1539.8+3043,0.098,2.528186,0.302826,0.321014,J1539.8+3043,RMJ153950.8+304304.0,,,-10,-1000.0,0,,Simbad,234.96694,30.6959593
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,196,196,PSZ2 G048.91-25.55,48.9110188,-25.551706,312.6791239,1.3960003,3.48326,5.56195,2,110,0,151,0,0.979837,1.098057,0.273584,21,RXC J2050.7+0123,0.3334,5.441668,0.590031,0.628551,J2050.7+0123,,ACT-CL J2050.7+0123,,3,-1000.0,0,,Simbad,312.6791239,1.3960003
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,197,197,PSZ2 G049.09+25.23,49.0933707,25.2393398,265.9154753,24.7403204,2.42889,6.09655,1,111,0,152,0,0.892629,2.683287,1.089613,11,ACO 2279,0.141,3.682184,0.370658,0.369754,,,,,-10,-100.0,1,,Simbad,265.9154753,24.7403204
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,198,198,PSZ2 G049.18+65.05,49.1892221,65.0573954,221.1193584,31.233363,3.840255,6.14944,1,111,0,999999,0,0.966172,1.286284,0.377239,21,A1961,0.234,4.729747,0.46857,0.518581,J1444.3+3114,RMJ144431.8+311336.0,,,-10,-1000.0,1,,Simbad,221.1193584,31.233363
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,199,199,PSZ2 G049.22+30.87,49.221147,30.8754373,260.0217248,26.6315826,2.284914,11.75388,2,111,1,153,0,0.980682,5.482796,0.995559,20,RXC J1720.1+2637,0.1644,5.904146,0.304454,0.340976,J1720.1+2637,RMJ172003.3+263839.8,,,-10,1.60809,1,"Point sources at: 857GHz,",Simbad,260.0217248,26.6315826
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,200,200,PSZ2 G049.32+44.37,49.3231322,44.371151,245.1403524,29.8941366,2.030735,7.9889,3,111,0,154,0,0.990872,4.302374,1.240862,21,RXC J1620.5+2953,0.0972,3.671208,0.256858,0.26465,J1620.5+2953,RMJ162031.1+295327.7,,,-10,-1000.0,1,,Simbad,245.1403524,29.8941366
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,201,201,PSZ2 G049.69-49.46,49.6970295,-49.4642645,333.6176062,-10.3524379,2.428781,8.15535,1,111,0,155,0,0.973028,6.083617,1.538243,21,RXCJ2214.5-1022,0.098,3.631749,0.299377,0.30364,J2214.5-1022,,,,-10,-1000.0,1,,Simbad,333.6176062,-10.3524379
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,202,202,PSZ2 G049.80-25.16,49.8038065,-25.1682865,312.7712805,2.2844662,2.250087,7.59538,2,111,0,156,0,0.791393,3.286449,0.913889,21,RXC J2051.1+0216,0.3211,6.392646,0.491457,0.57782,J2051.1+0216,,ACT-CL J2051.1+0215,,-3,-1000.0,1,,Simbad,312.7712805,2.2844662
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,203,203,PSZ2 G050.06-27.32,50.0678122,-27.3229965,314.7312174,1.3563281,2.428866,6.78541,1,111,0,159,0,0.874223,2.385978,0.842997,11,WHL J314.721+1.402,0.334,6.597796,0.566938,0.622365,,,ACT-CL J2058.8+0123,,1,-1000.0,1,,Simbad,314.7312174,1.3563281
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,204,204,PSZ2 G050.40+31.17,50.4045287,31.1722665,260.0323183,27.6881846,2.265247,7.28319,3,111,0,160,0,0.977905,2.584462,0.637795,20,RXC J1720.1+2740,0.164,4.331068,0.342846,0.356112,J1720.1+2740,RMJ172009.6+274008.1,,,-10,10.2988,1,,Simbad,260.0323183,27.6881846
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,205,205,PSZ2 G050.46+67.54,50.4634662,67.5490111,218.1680322,31.5878716,3.723926,5.57971,2,111,0,161,0,0.563222,1.080058,0.274476,20,RXC J1432.4+3137,0.1313,2.923395,0.326385,0.353874,J1432.4+3137,RMJ143242.6+313407.1,,,-10,-2.30161,0,,Simbad,218.1680322,31.5878716
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,206,206,PSZ2 G050.98-61.48,50.9818195,-61.4888966,344.7463111,-15.6081384,6.129014,5.10084,2,10,0,999999,0,0.846649,1.262851,0.527741,16,,-1.0,1e+20,1e+20,1e+20,,,,,3,-1000.0,0,,Simbad,344.7463111,-15.6081384
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,207,207,PSZ2 G051.40-61.15,51.4037336,-61.1598891,344.5480214,-15.2724286,2.42881,4.60461,1,100,0,999999,0,0.970108,5.929797,3.524784,-1,,-1.0,1e+20,1e+20,1e+20,,,,,1,-1000.0,0,,Simbad,344.5480214,-15.2724286
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,208,208,PSZ2 G051.48-30.87,51.4858874,-30.8745271,318.3988536,0.5196467,2.340814,4.99205,2,10,0,999999,0,0.969541,0.96987,0.259417,-1,,-1.0,1e+20,1e+20,1e+20,,,,,-3,-1000.0,0,,Simbad,318.3988536,0.5196467
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,209,209,PSZ2 G052.08+46.13,52.0875144,46.135504,243.4439272,32.081382,3.111144,4.7572,2,10,1,999999,0,0.940056,1.494057,0.673686,-1,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,"Point sources at: 353GHz,",Simbad,243.4439272,32.081382
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,210,210,PSZ2 G052.35-31.98,52.3571566,-31.9879982,319.7375192,0.5438782,2.26509,5.04271,2,10,0,999999,0,0.993047,1.254182,0.515869,24,RMJ211849.1+003337.2,0.264975,4.588255,0.54746,0.578942,,RMJ211849.1+003337.2,,,-10,-1000.0,0,,Simbad,319.7375192,0.5438782
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,211,211,PSZ2 G052.93+10.42,52.9364388,10.4248439,282.3867612,22.4540506,2.847782,5.8415,3,101,1,163,1,0.043435,3.136216,0.894289,15,,-1.0,1e+20,1e+20,1e+20,,,,,0,0.809774,0,"Point sources at: 857GHz,",Simbad,282.3867612,22.4540506
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,212,212,PSZ2 G053.44-36.25,53.4402866,-36.2560745,323.7991587,-1.0448464,1.509336,8.49727,3,111,1,164,1,0.970161,2.269703,0.595789,20,RXC J2135.2-0102,0.33,7.453945,0.453629,0.480118,,RMJ213512.2-010255.8,,,3,-1000.0,1,"Point sources at: 353GHz, 545GHz, 857GHz,",Simbad,323.7991587,-1.0448464
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,213,213,PSZ2 G053.53+59.52,53.5338319,59.5268185,227.5546126,33.4914783,2.428805,15.90024,1,111,0,166,0,0.997881,5.529096,0.778636,20,RXC J1510.1+3330,0.113,5.850329,0.229441,0.233736,J1510.1+3330,RMJ151011.7+332911.3,,,-10,31.2412,1,,Simbad,227.5546126,33.4914783
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,214,214,PSZ2 G053.55-29.85,53.5534088,-29.8555124,318.5153992,2.5707132,5.383161,6.44241,3,111,0,167,0,0.984947,14.974317,4.985401,21,RXC J2113.8+0233,0.0494,1.796174,0.182032,0.184099,J2113.8+0233,RMJ211356.0+023348.1,,,-10,-1000.0,1,,Simbad,318.5153992,2.5707132
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,215,215,PSZ2 G053.63-41.84,53.633436,-41.8413654,328.5449167,-4.0019404,2.42891,4.75624,1,100,0,999999,0,0.998619,2.946597,1.460565,21,RXCJ2154.2-0400,0.1509,3.257652,0.449043,0.479402,J2154.2-0400,RMJ215413.1-035953.2,,,-10,-1000.0,0,,Simbad,328.5449167,-4.0019404
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,216,216,PSZ2 G053.64-34.48,53.6404385,-34.4804653,322.410144,0.0733036,2.428911,4.87367,1,111,0,168,0,0.910271,5.653016,2.889123,20,RXC J2129.6+0005,0.2347,4.338452,0.506086,0.564183,J2129.6+0005,RMJ212940.0+000521.2,ACT-CL J2129.6+0005,,-10,-1000.0,0,,Simbad,322.410144,0.0733036
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,217,217,PSZ2 G053.80+36.49,53.8047366,36.4941559,254.9007904,31.7431899,3.345101,5.1628,2,10,0,999999,0,0.967551,1.757819,0.729475,-1,,-1.0,1e+20,1e+20,1e+20,,,,,-3,-1000.0,0,,Simbad,254.9007904,31.7431899
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,218,218,PSZ2 G053.88-64.60,53.8836047,-64.6032114,348.2366745,-15.9875186,2.42862,5.81609,1,111,0,169,0,0.924603,1.54019,0.554572,20,,0.262,4.972126,0.497616,0.548463,,,,,-10,-1000.0,0,,Simbad,348.2366745,-15.9875186
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,219,219,PSZ2 G053.99-45.06,53.9984313,-45.0662082,331.3918513,-5.5580595,2.428736,4.68861,1,100,0,999999,0,0.996329,7.610024,4.481274,21,RXCJ2205.6-0535,0.0582,1.783753,0.271564,0.271286,J2205.6-0535,RMJ220535.5-053209.7,,,-10,-1000.0,0,,Simbad,331.3918513,-5.5580595
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,220,220,PSZ2 G054.85+54.30,54.8513128,54.3011353,233.8283054,34.3446164,3.270666,5.19457,3,111,0,171,0,0.910691,1.467259,0.542708,20,WHL J233.831+34.35,0.2347,4.385536,0.451735,0.472281,,RMJ153519.5+342128.7,,,-10,-100.0,0,,Simbad,233.8283054,34.3446164
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,221,221,PSZ2 G054.95-33.39,54.956314,-33.3913723,322.1180283,1.5874349,2.428344,7.30456,1,111,0,172,0,0.933271,1.667071,0.475676,20,ACT-CLJ2128.4+0135,0.392,7.323019,0.58044,0.619276,,RMJ212826.3+013603.1,ACT-CL J2128.4+0135,,3,-1000.0,1,,Simbad,322.1180283,1.5874349
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,222,222,PSZ2 G054.99+53.41,54.9979718,53.4152473,234.9017843,34.4313456,2.3953,8.39736,3,111,0,173,0,0.974245,3.066711,0.616419,20,RXC J1539.7+3424,0.229,5.727959,0.383732,0.37018,J1539.7+3424,RMJ153940.5+342527.3,,,-10,16.9816,1,,Simbad,234.9017843,34.4313456
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,223,223,PSZ2 G055.59+31.85,55.592973,31.8598913,260.6149937,32.1354073,1.231457,14.03012,3,111,1,174,0,0.989142,4.058139,0.584038,20,RXC J1722.4+3208,0.224,7.77852,0.314255,0.296824,J1722.4+3208,RMJ172227.2+320757.2,,,-10,-100.0,1,"Point sources at: 353GHz,",Simbad,260.6149937,32.1354073
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,224,224,PSZ2 G055.80+32.90,55.8085731,32.9068123,259.462356,32.5608433,3.457243,5.24777,3,11,0,999999,0,0.973774,3.152592,1.455348,21,RXC J1717.8+3235,0.1054,2.578606,0.298455,0.311566,J1717.8+3235,RMJ171755.7+323437.6,,,-10,-1000.0,0,,Simbad,259.462356,32.5608433
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,225,225,PSZ2 G055.95-34.89,55.9541984,-34.8961995,323.8259984,1.4104545,2.428742,9.53946,1,111,0,177,0,0.998295,4.55388,1.113348,20,RXC J2135.2+0125,0.231,6.731695,0.40756,0.417823,J2135.2+0125,RMJ213518.8+012527.0,ACT-CL J2135.2+0125,,-10,-1000.0,1,,Simbad,323.8259984,1.4104545
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,226,226,PSZ2 G056.14+28.06,56.141811,28.0651151,265.0747664,31.6030193,2.682745,5.52402,3,11,0,178,0,0.997931,1.143108,0.582973,20,WHL J265.066+31.60,0.426,5.529974,0.546918,0.590116,,,,,3,4.12574,0,,Simbad,265.0747664,31.6030193
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,227,227,PSZ2 G056.38+23.36,56.3839083,23.3620926,270.3845214,30.3961509,5.194802,4.8491,2,10,0,999999,0,0.819752,0.905335,0.292634,16,,-1.0,1e+20,1e+20,1e+20,,,,,3,-1000.0,0,,Simbad,270.3845214,30.3961509
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,228,228,PSZ2 G056.62+88.42,56.6223104,88.4220886,194.4922607,27.7527904,6.088784,5.55876,3,1,0,999999,0,0.972717,105.358192,0.961341,13,,0.045041,3.295758,0.002293,0.133749,,,,,-10,-1000.0,0,,Simbad,194.4922607,27.7527904
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,229,229,PSZ2 G056.77+36.32,56.7737096,36.3204549,255.6663094,34.0510722,2.106778,12.73948,3,111,0,180,0,0.978099,9.144819,1.682605,21,RXC J1702.7+3403,0.0953,4.379626,0.189833,0.21517,J1702.7+3403,RMJ170245.5+340340.1,,,-10,-1000.0,1,,Simbad,255.6663094,34.0510722
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,230,230,PSZ2 G056.79-11.60,56.7958131,-11.6077246,304.7410482,15.1262015,3.767338,8.05499,2,111,0,179,0,0.991479,4.445925,0.959014,11,ZwCl 2016.6+1457,0.122,4.006226,0.317473,0.333021,,,,,-10,-1000.0,0,,Simbad,304.7410482,15.1262015
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,231,231,PSZ2 G056.93-55.08,56.9350518,-55.0841145,340.8340971,-9.595095,1.272897,11.81756,3,111,1,181,0,0.993088,3.134822,0.508167,20,RXC J2243.3-0935,0.447,9.992374,0.439357,0.439048,J2243.3-0935,RMJ224319.8-093530.9,,,3,-1000.0,1,"Point sources at: 353GHz,",Simbad,340.8340971,-9.595095
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,232,232,PSZ2 G057.08-74.45,57.0890341,-74.4596042,357.7825965,-19.9825014,2.882668,6.77588,3,111,0,182,0,0.978633,3.880997,1.129763,20,,0.248,4.707928,0.426243,0.480199,,,,,-10,-1000.0,1,,Simbad,357.7825965,-19.9825014
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,233,233,PSZ2 G057.09+11.19,57.0969134,11.1958255,283.5194099,26.4829979,2.428823,4.96353,1,111,0,999999,0,0.990685,1.924904,0.85961,-1,,-1.0,1e+20,1e+20,1e+20,,,,,-3,-1000.0,0,,Simbad,283.5194099,26.4829979
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,234,234,PSZ2 G057.25-45.34,57.2541666,-45.3497489,332.9307646,-3.8292289,2.42891,12.45863,1,111,0,183,0,0.999799,3.896354,0.64647,20,RXC J2211.7-0349,0.397,10.503954,0.501485,0.494892,J2211.7-0349,RMJ221145.9-034944.5,,,3,-1000.0,1,,Simbad,332.9307646,-3.8292289
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,235,235,PSZ2 G057.61+34.93,57.6183292,34.9375338,257.4671655,34.4612867,2.096083,11.62464,3,111,0,185,0,0.985566,9.05448,1.792625,21,RXC J1709.8+3426,0.0802,3.731657,0.1826,0.194024,J1709.8+3426,RMJ170948.6+342728.3,,,-10,-1000.0,1,,Simbad,257.4671655,34.4612867
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,236,236,PSZ2 G057.73+51.58,57.7330617,51.5801684,237.141313,36.1033597,2.428911,6.85405,1,111,0,186,0,0.996936,2.107438,0.657051,25,ACO 2131,0.2382,5.586019,0.5033,0.522861,,RMJ154833.7+360535.7,,,-10,-100.0,1,,Simbad,237.141313,36.1033597
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,237,237,PSZ2 G057.78+52.32,57.7830821,52.328208,236.2148559,36.1219056,2.428883,7.21459,1,111,0,188,0,0.983102,3.716033,1.059513,21,A2124,0.0654,2.379446,0.211405,0.219929,J1545.0+3603,RMJ154459.0+360634.0,,,-10,-1000.0,1,,Simbad,236.2148559,36.1219056
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,238,238,PSZ2 G057.80+88.00,57.8027624,88.0018408,194.9117967,27.953679,1.244305,35.69822,3,111,0,187,0,0.991508,198.443573,7.826878,21,RXC J1259.7+2756,0.0231,7.165297,0.067439,0.107314,J1259.7+2756,,,,-10,-1000.0,1,,Simbad,194.9117967,27.953679
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,239,239,PSZ2 G057.92+27.64,57.9210909,27.6437242,266.0678139,32.9986431,2.40082,8.03256,3,111,1,189,0,0.950311,4.570889,1.352449,21,RXC J1744.2+3259,0.0757,2.683969,0.213294,0.21227,J1744.2+3259,,,,-10,-1000.0,1,"Point sources at: 353GHz,",Simbad,266.0678139,32.9986431
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,240,240,PSZ2 G057.92-07.40,57.9269505,-7.401175,301.6444232,18.3115708,3.649678,6.74997,2,11,0,190,0,0.002011,3.735572,1.609407,20,,-1.0,1e+20,1e+20,1e+20,,,,,0,-1000.0,0,,Simbad,301.6444232,18.3115708
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,241,241,PSZ2 G058.29+18.55,58.2969213,18.5507161,276.3360462,30.4319956,2.382421,15.18053,2,111,1,191,0,0.991854,15.226457,2.566992,21,RXC J1825.3+3026,0.065,3.882002,0.166707,0.173117,J1825.3+3026,,,,-10,-1000.0,0,"Point sources at: 545GHz,",Simbad,276.3360462,30.4319956
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,242,242,PSZ2 G058.31+41.96,58.3133792,41.9689485,249.0507832,36.0554112,2.428903,4.53542,1,100,0,999999,0,0.976216,1.196226,0.459723,-1,,-1.0,1e+20,1e+20,1e+20,,,,,-3,-1000.0,0,,Simbad,249.0507832,36.0554112
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,243,243,PSZ2 G058.42-33.50,58.4210991,-33.5004322,323.8823279,3.8817702,2.42885,5.03892,1,100,0,192,0,0.976409,5.429807,2.419951,-1,,-1.0,1e+20,1e+20,1e+20,,,,,1,-1000.0,0,,Simbad,323.8823279,3.8817702
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,244,244,PSZ2 G058.81-49.68,58.8157971,-49.685514,337.0708369,-5.5274217,2.42891,5.31049,1,111,0,194,0,0.951214,2.07655,0.868708,20,,0.52,6.714546,0.767381,0.872865,,,,,3,-1000.0,0,SZ projection: z=0.52 & z=0.68.,Simbad,337.0708369,-5.5274217
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,245,245,PSZ2 G059.18+32.91,59.1813042,32.9130264,260.202874,35.3248063,2.939047,5.35068,3,1,0,195,0,0.984461,2.011376,0.794356,11,WHL J260.275+35.32,0.383,5.213302,0.531253,0.592667,,,,,3,-100.0,0,,Simbad,260.202874,35.3248063
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,246,246,PSZ2 G059.29+44.49,59.2906137,44.4958494,245.9901492,36.9729025,2.428685,5.40143,1,100,0,999999,0,0.98447,1.762674,0.693743,24,RMJ162356.7+370019.0,0.342746,5.758566,0.664973,0.710011,,RMJ162356.7+370019.0,,,-3,-1000.0,0,,Simbad,245.9901492,36.9729025
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,247,247,PSZ2 G059.47+33.06,59.4779157,33.0685667,260.0785949,35.6001976,1.57799,6.53476,2,111,0,196,0,0.943088,1.035994,0.18917,21,MACSJ1720.2+3536,0.387,6.087978,0.563484,0.594021,J1720.2+3536,,,,3,-100.0,1,,Simbad,260.0785949,35.6001976
planck_psz2,J/A+A/594/A27/psz2,J/A+A/594/A27/psz2,248,248,PSZ2 G059.52+16.23,59.5259182,16.2338272,279.3393414,30.6641929,3.085989,4.77966,2,10,0,999999,0,0.696028,1.603684,0.902072,-1,,-1.0,1e+20,1e+20,1e+20,,,,,2,-1000.0,0,,Simbad,279.3393414,30.6641929
