catalog,vizier_source,vizier_table,recno,Name,RAJ2000,DEJ2000,Sep,Photz,E_Photz,e_Photz,Rich,e_Rich,RA_deg,Dec_deg
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1322,MOO J1500+2400,15 00 13.64,+24 00 42.4,39,0.99,0.08,0.07,30,6,225.0568333333333,24.011777777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1323,MOO J1500+2431,15 00 50.17,+24 31 36.8,7,1.01,0.04,0.05,42,7,225.20904166666665,24.526888888888887
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1324,MOO J1501+1108,15 01 05.29,+11 08 33.8,25,1.12,0.07,0.08,21,5,225.27204166666664,11.142722222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1325,MOO J1502-1133,15 02 50.22,-11 32 22.0,44,0.83,0.14,0.14,22,6,225.70925,-11.539444444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1326,MOO J1503+7007,15 03 13.17,+70 07 47.2,27,1.03,0.09,0.08,34,6,225.804875,70.12977777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1327,MOO J1504+4821,15 04 09.02,+48 22 03.7,6,1.38,0.06,0.06,17,4,226.0375833333333,48.367694444444446
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1328,MOO J1506+5137,15 06 20.42,+51 36 38.6,22,1.09,0.03,0.03,74,8,226.5850833333333,51.61072222222222
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1329,MOO J1506+0702,15 06 46.07,+07 02 47.6,15,1.13,0.11,0.1,37,6,226.6919583333333,7.046555555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1330,MOO J1506-2123,15 06 50.34,-21 22 40.6,37,1.26,0.07,0.11,22,5,226.70975,-21.377944444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1331,MOO J1507+8217,15 07 00.58,+82 17 41.2,25,1.14,0.09,0.07,23,5,226.75241666666665,82.29477777777778
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1332,MOO J1507-1733,15 07 15.93,-17 32 50.1,21,0.98,0.07,0.06,41,7,226.816375,-17.547250000000002
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1333,MOO J1507+5234,15 07 48.99,+52 34 38.6,24,0.96,0.06,0.07,57,8,226.954125,52.57738888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1334,MOO J1507-0045,15 07 51.36,-00 45 45.2,12,1.03,0.11,0.1,16,4,226.964,-0.7625555555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1335,MOO J1507-0045,15 07 51.36,-00 45 45.2,12,1.03,0.11,0.1,16,4,226.964,-0.7625555555555555
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1336,MOO J1508+5650,15 08 19.08,+56 50 05.8,7,0.88,0.06,0.05,22,5,227.0795,56.834944444444446
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1337,MOO J1508+5333,15 08 27.59,+53 33 35.2,19,0.97,0.1,0.1,23,6,227.1149583333333,53.559777777777775
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1338,MOO J1509+3033,15 09 30.06,+30 33 22.4,11,1.19,0.08,0.07,20,4,227.37525,30.556222222222225
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1339,MOO J1509+5536,15 09 59.28,+55 36 28.1,6,1.42,0.08,0.07,18,4,227.497,55.60780555555556
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1340,MOO J1510-0829,15 10 03.34,-08 29 43.9,7,1.19,0.09,0.09,28,5,227.51391666666663,-8.495527777777777
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1341,MOO J1510+1634,15 10 50.05,+16 33 52.9,9,1.41,0.07,0.07,17,4,227.70854166666663,16.564694444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1342,MOO J1511+0144,15 10 59.69,+01 44 07.3,3,0.91,0.07,0.05,40,7,227.7487083333333,1.7353611111111111
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1343,MOO J1511+3719,15 11 49.36,+37 19 01.6,23,1.14,0.06,0.04,53,7,227.95566666666664,37.31711111111112
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1344,MOO J1512+0645,15 12 06.90,+06 45 15.8,10,1.08,0.04,0.05,28,5,228.02874999999997,6.754388888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1345,MOO J1512-0530,15 12 19.44,-05 30 12.4,10,1.42,0.05,0.05,33,5,228.081,-5.503444444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1346,MOO J1512+1640,15 12 58.86,+16 40 23.3,17,1.5,0.27,0.07,30,5,228.24524999999997,16.67313888888889
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1347,MOO J1513-1006,15 13 09.87,-10 06 50.0,12,0.9,0.09,0.07,24,5,228.291125,-10.113888888888887
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1348,MOO J1513+7358,15 13 15.83,+73 58 02.8,27,1.03,0.08,0.07,35,6,228.3159583333333,73.96744444444445
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1349,MOO J1513-0444,15 13 28.23,-04 44 31.9,7,0.85,0.06,0.05,38,7,228.367625,-4.742194444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1350,MOO J1513+3856,15 13 32.48,+38 56 25.6,4,0.96,0.12,0.12,7,5,228.3853333333333,38.94044444444444
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1351,MOO J1513-1558,15 13 41.50,-15 58 25.2,14,1.19,0.08,0.07,29,5,228.42291666666665,-15.973666666666666
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1352,MOO J1514-1912,15 14 07.75,-19 12 21.6,22,1.21,0.1,0.12,21,5,228.53229166666665,-19.206
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1353,MOO J1514+1346,15 14 43.28,+13 46 29.4,10,1.09,0.04,0.04,73,8,228.6803333333333,13.774833333333332
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1354,MOO J1516-1621,15 16 25.35,-16 21 22.2,25,1.33,0.07,0.08,20,4,229.105625,-16.356166666666667
madcows,J/ApJS/240/33/table6,J/ApJS/240/33/table6,1355,MOO J1517+3223,15 17 48.04,+32 23 37.6,20,0.88,0.04,0.04,29,6,229.45016666666663,32.39377777777778
